id,speaker,start_time,end_time,text,emotion
Ses04F_impro08_M009,M,79.99,87.16,"I asked for no tomatoes on six tacos.  I got tomatoes and onions on all of them,",xxx
Ses04F_impro08_M010,M,87.19,92.09,"Um, hairs were found in three out of the six.",xxx
Ses04F_impro08_F007,F,90.81,95.31,"Did you try to take them back and get your order fixed, sir?",fru
Ses04F_impro08_M011,M,94.78,104.75,"Yeah.  I did and they're like you've got to take it up with corporate, and I'm like well fine.  I'll have your ass by the end of the day and so now I'm trying to do that.",xxx
Ses04F_impro08_F008,F,104.36,118.33,"Well I'm very sorry, sir.  They should have dealt with it at that particular branch.  I apologize for that, uh, but we can help you.  That's no worries.  We can take care of that.  So how much did you need to be refunded?",neu
Ses04F_impro08_M012,M,118.44,124.42,"It was a hundred a sixty dollars.  I'm sorry, uh, sixteen dollars.",neu
Ses04F_impro08_F009,F,124.02,131.52,"Okay.  Um, I'm going to go ahead and transfer you over to another department.  They'll need your address.",neu
Ses04F_impro08_M013,M,129.45,138.09,"Look, I don't want to be transferred over to another- All I want to do is just give you my name and address so you can send me a check.",ang
Ses04F_impro08_M014,M,138.12,144.3546,"Okay.  You understand that's all I want. Just don't give me a problem with this.  Okay, please because I'm very sensitive right now",ang
Ses04F_impro08_M015,M,144.38,155.93,"and if I get sent to another operator, I'll have to tell them the same damn story again.  I don't- I think I'm just going to lose my mind.  So if you could please just not do that, that would be great.  Thank you.",ang
Ses04F_impro08_F010,F,155.23,158.58,"I understand, sir.  I will explain to them what the situa-",fru
Ses04F_impro08_M016,M,157.06,163.64,You don't understand because you've never gone to Del Taco and gotten the service that I've gotten.  You don't understand.,ang
Ses04F_impro08_F011,F,163.19,172.01,You're right sir.  It is your particular situation but I will call the other operator.  I will explain to them what's going on. You won't have to tell your story again.,xxx
Ses04F_impro08_M017,M,168.21,172.1,You're not going to call the other operator. You're not going to call the the other operator.,ang
Ses04F_impro08_M018,M,172.1,174.98,You're going to fill out a form on your desk,ang
Ses04F_impro08_M019,M,175.0,182.38,because I know you're at a desk right now in your stupid corporate building and you're going to send me a check for sixteen dollars and forty two cents.,ang
Ses04F_impro08_F012,F,176.22,179.38,"Okay, sir.  They- they have to-",fru
Ses04F_impro08_F013,F,179.64,180.95,Sir.,fru
Ses04F_impro08_F014,F,181.89,189.5,"Sir, they have to take down your address at the other station.  I will transfer.  I will explain everything to them.  It will all be fine.  I promise.",fru
Ses04F_impro08_M020,M,188.47,189.8882,What's your name?,fru
Ses04F_impro08_F015,F,189.93,191.634,Cindy?,fru
Ses04F_impro08_M021,M,192.0421,193.2402,Cinnee?,xxx
Ses04F_impro08_F016,F,193.4274,195.49,Cindy.,xxx
Ses04F_impro08_M022,M,194.34,197.29,Cindy?  Cindy what?,ang
Ses04F_impro08_F017,F,197.31,200.99,"Sir, I don't think my name is really relevant-",fru
Ses04F_impro08_M023,M,199.08,205.64,"Cindy, look.  If you don't get your ass a piece of paper that has a check",ang
Ses04F_impro08_M024,M,205.64,209.57,"attached to it and you don't send it to me, I'm going to get very upset.",ang
Ses04F_impro08_F018,F,205.4,208.91,"Alright, sir. Sir.  I'm going to transfer you to the address.",fru
Ses04F_impro08_F019,F,209.25,212.3346,"Alright.  You know what, sir.  The customer is always right.",fru
Ses04F_impro08_M025,M,212.3573,215.88,"You know what.  I- You know what? You know what? No, it's fine. it's fine it's fine You know what?",fru
Ses04F_impro08_F020,F,212.38,214.92,I will go ahead and I will take- I will take,fru
Ses04F_impro08_M026,M,215.88,219.74,"Hey, Cindy. Cindy, look I know this is not your fault.  Do whatever you want.",fru
Ses04F_impro08_M027,M,219.7715,226.06,Send me to whatever operator. I just- You know what?  I'm just done.  I'm just done.  I've lost all hope.,fru
Ses04F_impro08_F021,F,225.81,232.12,"Sir, customer satisfaction is our first goal.  I will go ahead and take your number and your address down myself.",xxx
Ses04F_impro08_M028,M,226.08,229.71,"of getting my sixteen dollars back. It fine, no honestly.",fru
Ses04F_impro08_M029,M,229.86,238.77,"No, Cindy just don't even-look don't even.  Cuz I- look Cindy I know you don't care about me, okay.  I know that I'm just like another person who calls-",fru
Ses04F_impro08_F022,F,232.42,233.98,Wait. But I-,xxx
Ses04F_impro08_F023,F,236.34,238.73,But I'm giving you what you want.,ang
Ses04F_impro08_M030,M,238.81,243.21,No it doesn't matter.  It's fine.  It's fine.  Just send me to the next operator.  That's fine.,fru
Ses04F_impro08_F024,F,242.92,247.39,"Okay.  If that's what you want, you want to go to the next person?",fru
Ses04F_impro08_M031,M,247.09,247.95,Yes.,xxx
Ses04F_impro08_F025,F,247.63,249.91,Okay.  Great.,fru
Ses04F_script01_1_F000,F,7.69,12.69,What's he going to say?  Maybe we should tell him before he sees it.,xxx
Ses04F_script01_1_M000,M,12.2738,14.0809,He saw it.,neu
Ses04F_script01_1_F001,F,13.7264,18.0317,How could he see it?  I was the first one up.  He was still in bed.,sur
Ses04F_script01_1_M001,M,17.4239,20.58,He was out here when it broke.,xxx
Ses04F_script01_1_F002,F,20.21,21.64,When?,xxx
Ses04F_script01_1_M002,M,21.14,28.8203,About four this morning.  I heard it cracking and I woke up and looked out.  He was standing right there when it cracked.,xxx
Ses04F_script01_1_F003,F,28.1619,31.65,What was he doing out here at four in the morning?,xxx
Ses04F_script01_1_M003,M,31.18,36.6,"I don't know.  When it cracked, he ran back into the house and cried in the kitchen.",xxx
Ses04F_script01_1_F004,F,37.1,39.46,Did you talk to him?,sad
Ses04F_script01_1_M004,M,38.89,43.43,"No, I figured the best thing was to leave him alone.",sad
Ses04F_script01_1_F005,F,43.83,46.26,He cried hard?,xxx
Ses04F_script01_1_M005,M,46.46,49.9924,I could hear him right through the floor of my room.,sad
Ses04F_script01_1_F006,F,49.58,58.4511,What was he doing out here at that hour?  He's dreaming about him again.  He's walking around at night.,fru
Ses04F_script01_1_M006,M,58.06,60.11,I guess he is.,xxx
Ses04F_script01_1_F007,F,60.27,63.5161,He's getting just like after he died.,xxx
Ses04F_script01_1_F008,F,63.8201,65.78,What's the meaning in that?,xxx
Ses04F_script01_1_M007,M,65.04,71.8735,"I don't know the meaning of this, mom.  But I know one thing you made a terrible mistake with dad.",fru
Ses04F_script01_1_F009,F,71.5696,73.3931,What?,sur
Ses04F_script01_1_M008,M,72.8866,77.7997,"Being dishonest with him, that kind of thing always pays off and now it's paying off.",fru
Ses04F_script01_1_F010,F,77.32,79.6738,What do you mean dishonest?,xxx
Ses04F_script01_1_M009,M,79.17,85.64,You know that Larry's not coming back and I know it.  Why do we allow him to go on thinking that we believe with him?,ang
Ses04F_script01_1_F011,F,85.28,87.62,"What do you want to do, argue with him?",ang
Ses04F_script01_1_M010,M,87.22,92.54,I don't want to argue with him but it's time that he realizes that Larry's not coming back anymore.,ang
Ses04F_script01_1_M011,M,93.26,103.95,"Why shouldn't he dream of him?  Walk the nights waiting for him?  Do we contradict him?  Do we say straight out that we have no hope anymore, that we haven't had any hope for years now?",xxx
Ses04F_script01_1_F012,F,103.24,105.01,You can't say that to him.,ang
Ses04F_script01_1_M012,M,104.31,106.2,We've got to say it to him.,ang
Ses04F_script01_1_F013,F,105.64,108.7,How are you going to prove it?  Can you prove it?,ang
Ses04F_script01_1_M013,M,108.09,113.48,For God's sake three years.  Nobody comes back after three years.  It's insane.,ang
Ses04F_script01_1_F014,F,112.69,120.94,To you it is and to me but not to him.  You can talk yourself blue in the face but there's no body and no grave so where are you?,ang
Ses04F_script01_1_M014,M,120.24,122.81,Sit down mom.  I want to talk to you.,fru
Ses04F_script01_1_F015,F,122.19,128.67,The trouble is the goddamn newspapers.  Every month some boy turns up from nowhere so the next one is going to be Larry.,ang
Ses04F_script01_1_M015,M,127.56,133.83,"Alright, alright, alright.  Listen. You know why I asked Annie here don't you?",fru
Ses04F_script01_1_F016,F,133.35,135.13,Why?,xxx
Ses04F_script01_1_M016,M,134.85,136.9599,You know why.,neu
Ses04F_script01_1_F017,F,136.64,141.873,Well I got an idea but what's the story?,xxx
Ses04F_script01_1_M017,M,141.3158,144.5575,I'm going to ask her to marry me.,neu
Ses04F_script01_1_F018,F,144.1523,146.85,"Well that's only your business, Chris.",neu
Ses04F_script01_1_M018,M,146.26,148.93,You know it's not only my business.,fru
Ses04F_script01_1_F019,F,148.37,152.02,What do you want me to do?  You're old enough to know your own mind.,ang
Ses04F_script01_1_M019,M,151.33,154.0798,Then it's alright.  I'll go ahead with it.,fru
Ses04F_script01_1_F020,F,153.5733,156.62,Well you want to make sure that father isn't going to-,xxx
Ses04F_script01_1_M020,M,155.29,158.4,Then it isn't just my business.,ang
Ses04F_script01_1_F021,F,157.9293,160.36,I'm just saying.,fru
Ses04F_script01_1_M021,M,160.08,166.388,Sometimes you infuriate me.  You know that?  Isn't it your business too if I tell this to father and he throws a fit about it.,ang
Ses04F_script01_1_M022,M,166.43,170.47,Sometimes you have a- Sometimes you have a talent for ignoring things.,ang
Ses04F_script01_1_F022,F,170.02,174.4921,I ignore what I got to ignore. The girl is Larry's girl.,ang
Ses04F_script01_1_M023,M,174.0363,176.6195,She's not Larry's girl.,fru
Ses04F_script01_1_F023,F,176.05,181.5832,"From father's point of view, he's not dead and you have no right to take his girl.",ang
Ses04F_script01_1_F024,F,181.6339,190.35,"Now you can go on from there and you know where to go, but I'm telling you I don't know where to go.  See I don't know.  Now what can I do for you?",ang
Ses04F_script01_1_M024,M,190.29,201.51,"I don't know why it is but every time I reach out for something I want, I have to pull back because other people will suffer. My whole bloody life time after time after time.",fru
Ses04F_script01_1_F025,F,200.73,204.26,You're a considerate fellow.  There's nothing wrong in that.,neu
Ses04F_script01_1_M025,M,203.2,205.693,To hell with that.,ang
Ses04F_script01_1_F026,F,205.15,207.871,Did you ask Annie yet?,xxx
Ses04F_script01_1_M026,M,207.42,210.3529,I wanted to get this settled first.,sad
Ses04F_script01_1_F027,F,209.76,214.54,How do you know she'll marry you?  Maybe she feels the same way father does.,fru
Ses04F_script01_1_M027,M,214.18,220.13,"Well if she does, then that's the end of it.  From her letters, I think she's forgotten him.  I'll find out.",fru
Ses04F_script01_1_M028,M,220.1792,224.57,"and then we'll thrash it out with dad, right mom.  Don't avoid me.",ang
Ses04F_script01_1_F028,F,224.36,227.35,The trouble is you don't see enough women.  You never did.,fru
Ses04F_script01_1_M029,M,226.66,228.92,So what I'm not fast with women.,ang
Ses04F_script01_1_F029,F,228.13,230.8,I don't see why it has to be Annie.,ang
Ses04F_script01_1_M030,M,230.3,232.02,Because it is.,ang
Ses04F_script01_1_F030,F,231.6,239.8824,Well that's a good answer but it don't answer anything.  You haven't seen her since you went to war.  It's been five years.,ang
Ses04F_script01_1_M031,M,239.7304,247.12,I can't help it.  I know her best.  I was brought up next door to her.,xxx
Ses04F_script01_1_M032,M,247.3787,254.64,"These years when I think of someone for my wife, I think of Annie.  What do you want, a diagram?",sad
Ses04F_script01_1_F031,F,254.02,260.91,"I don't want a diagram.  He thinks he's coming back, Chris.",fru
Ses04F_script01_1_F032,F,261.0038,268.95,You marry that girl.  You're pronouncing him dead.  Now what happens to your father?  Do you know because I don't?,ang
Ses04F_script01_1_M033,M,268.56,270.8807,Alright then mom.,xxx
Ses04F_script01_1_F033,F,270.3742,272.8,Just give it some more thought.,xxx
Ses04F_script01_1_M034,M,271.93,278.0668,"I've given it three years of thought.  I hoped that if I waited, dad would forget about Larry",ang
Ses04F_script01_1_M035,M,278.1,285.8733,"and everything would be happy and we would have a regular wedding.  But if that can't happen here, then I'll have to get out.",fru
Ses04F_script01_1_F034,F,286.3292,287.98,What the hell is this?,xxx
Ses04F_script01_1_M036,M,287.61,291.31,"I'll get out.  I'll get married and live someplace else, maybe New York.",xxx
Ses04F_script01_1_F035,F,290.77,293.319,Are you crazy?,ang
Ses04F_script01_1_M037,M,292.63,296.89,I've been a good son too long.  A good sucker I'm through with it.,xxx
Ses04F_script01_1_F036,F,296.46,299.89,You've got a business here.  What the hell is this?,ang
Ses04F_script01_1_M038,M,298.91,301.54,"The business, the business doesn't inspire me.",ang
Ses04F_script01_1_F037,F,300.77,303.21,Must you be inspired?,ang
Ses04F_script01_1_M039,M,302.19,308.86,"Yes, I like it an hour a day.  If I have to grub for money all day long, at least at evening I want it beautiful.",fru
Ses04F_script01_1_M040,M,308.89,319.3535,I want- I want a family.  I want some kids.  I want to build something I give myself to.  Annie is in the middle of that.  Now where do I find it?,fru
Ses04F_script01_1_F038,F,318.5431,324.84,You mean-tell me something you mean you'd really leave the business?,fru
Ses04F_script01_1_M041,M,324.42,327.65,Yes on this I would.,xxx
Ses04F_script01_1_F039,F,327.2044,330.8006,Well you don't want to think that way.,xxx
Ses04F_script01_1_M042,M,330.1928,333.84,Then you help me stay here.,fru
Ses04F_script01_1_F040,F,334.11,338.52,Alright but don't think that way,ang
Ses04F_script01_1_F041,F,338.62,343.99,"because what the hell did we work for?  This whole shooting match is just for you, Chris.",ang
Ses04F_script01_1_M043,M,343.4633,347.1102,I know.  Just you help me stay here.,fru
Ses04F_script01_1_F042,F,346.2998,350.0,But don't think that way.  You hear me?,ang
Ses04F_script01_1_M044,M,349.2,351.5675,I am thinking that way.,xxx
Ses04F_script01_1_F043,F,352.08,355.113,I don't understand you do I?,xxx
Ses04F_script01_1_M045,M,354.7078,358.2534,No.  I'm a pretty tough guy.,xxx
Ses04F_script01_1_F044,F,357.7975,361.37,Yeah.  I can see that.,ang
Ses04F_script01_2_F000,F,7.3127,9.8942,Why did he invite her?,ang
Ses04F_script01_2_M000,M,9.49,11.5305,Why does that bother you?,neu
Ses04F_script01_2_F001,F,10.92,13.962,It's been three years.  Why all of a sudden?,ang
Ses04F_script01_2_M001,M,13.69,17.56,Well maybe- maybe he just wanted to see her again.,neu
Ses04F_script01_2_F002,F,16.94,20.93,Nobody comes seven hundred miles just to see.,fru
Ses04F_script01_2_M002,M,20.4,27.037,What do you mean?  He was brought up next door to the girl his whole life.  Why shouldn't he want to see her again?,xxx
Ses04F_script01_2_M003,M,27.26,31.88,Don't look at me like that.  He didn't tell me anymore than he told you.,xxx
Ses04F_script01_2_F003,F,31.0,34.22,She's not going to marry him.,xxx
Ses04F_script01_2_M004,M,33.51,36.29,How do you know he's even thinking about it?,neu
Ses04F_script01_2_F004,F,35.63,38.7204,It's got that about it.,xxx
Ses04F_script01_2_M005,M,38.1087,41.7177,Well so what.,xxx
Ses04F_script01_2_F005,F,40.5402,43.71,"What's going on here, Joe?",ang
Ses04F_script01_2_M006,M,43.36,45.32,Listen kid.,fru
Ses04F_script01_2_F006,F,45.2,48.39,"No, line.",ang
Ses04F_script01_2_M007,M,47.6359,57.5912,"Uh, Then why is she still-she's not his girl, Joe",neu
Ses04F_script01_2_F007,F,56.95,60.66,"She's not his girl, Joe.  She knows she's not.",ang
Ses04F_script01_2_M008,M,59.85,62.19,You can't read her mind.,neu
Ses04F_script01_2_F008,F,61.5,66.782,Then why is she still single?  New York is full of men.  Why hasn't she married?,ang
Ses04F_script01_2_F009,F,66.7973,71.45,Probably a hundred people told her she's foolish but she's waited.,ang
Ses04F_script01_2_M009,M,71.01,72.56,How do you know why she waited?,fru
Ses04F_script01_2_F010,F,72.13,77.7008,Because she knows what I know that's why.  She's faithful as a rock.,ang
Ses04F_script01_2_F011,F,77.7161,82.9155,"In my worst moments, I think of her waiting and I know again that I'm right.",fru
Ses04F_script01_2_M010,M,82.42,85.88,Look it's a nice day.  What are we arguing for?,fru
Ses04F_script01_2_F012,F,85.43,92.96,"Nobody in this house dares take her faith away, Joe.  Strangers might but not his father, not his brother.",fru
Ses04F_script01_2_M011,M,92.23,93.9,What do you want me to do?,fru
Ses04F_script01_2_F013,F,93.46,101.72,"I want you to act like he's coming back, both of you.  Don't think I haven't noticed you since he invited her.  I won't stand for any nonsense.",xxx
Ses04F_script01_2_M012,M,101.4,103.1779,But Kate-,fru
Ses04F_script01_2_F014,F,102.5357,105.85,"Because if he's not coming back, I'll kill myself.",fru
Ses04F_script01_2_F015,F,106.0376,111.82,"Laugh, laugh at me, but why did that happen the very night she came back?",xxx
Ses04F_script01_2_F016,F,111.8487,120.61,"She goes to sleep in his room and his memorial breaks in pieces.  Look, look at it.  Joe-",ang
Ses04F_script01_2_M013,M,120.27,121.81,Calm yourself.,fru
Ses04F_script01_2_F017,F,121.4371,124.68,"Believe with me, Joe.  I can't stand alone.",fru
Ses04F_script01_2_M014,M,124.07,126.0248,Calm yourself.,fru
Ses04F_script01_2_F018,F,125.56,130.55,Just last week a man showed up in Detroit missing longer than Larry.  You read it yourself.,fru
Ses04F_script01_2_M015,M,129.82,132.62,Alright.  Alright.  Calm yourself.,fru
Ses04F_script01_2_F019,F,132.18,135.02,You above all have got to believe.  You.,fru
Ses04F_script01_2_M016,M,134.07,136.17,Why me above all?,fru
Ses04F_script01_2_F020,F,135.73,138.16,Just don't stop believing.,fru
Ses04F_script01_2_M017,M,136.86,142.5,"What does that mean, me above all?  Look at you.  You're shaking.",ang
Ses04F_script01_2_F021,F,141.9,145.1403,I can't help it.,fru
Ses04F_script01_2_M018,M,143.8711,151.6842,What have I got to hide?  What the hell is matter with you Kate?,fru
Ses04F_script01_3_F000,F,4.34,7.78,You're the only one I know who loves his parents.,xxx
Ses04F_script01_3_M000,M,7.3178,10.17,I know it went out of style didn't it?,xxx
Ses04F_script01_3_F001,F,9.76,12.65,It's okay.  It's a good thing.,xxx
Ses04F_script01_3_F002,F,12.84,17.72,You know it's lovely here.  The air is sweet.,xxx
Ses04F_script01_3_M001,M,17.41,19.96,You're not sorry you came.,xxx
Ses04F_script01_3_F003,F,19.35,24.88,"Not sorry, no but I'm not staying.",xxx
Ses04F_script01_3_M002,M,24.39,25.96,Why?,xxx
Ses04F_script01_3_F004,F,25.4981,29.28,"In the first place, your mother as much as told me to go.",xxx
Ses04F_script01_3_M003,M,28.8,30.06,Well.,xxx
Ses04F_script01_3_F005,F,29.66,33.2,You saw that and you- you've been kind of-,xxx
Ses04F_script01_3_M004,M,32.72,33.89,What?,ang
Ses04F_script01_3_F006,F,33.36,37.83,Well kind of embarrassed ever since I got here.,xxx
Ses04F_script01_3_M005,M,37.3604,44.8877,The trouble is I planned on sneaking up on you over a period of a week or so but they take it for granted that we're all set.,xxx
Ses04F_script01_3_F007,F,44.32,47.89,"I knew they would, your mother anyway.",xxx
Ses04F_script01_3_M006,M,47.29,49.0651,How did you know?,xxx
Ses04F_script01_3_F008,F,48.54,52.07,From her point of view why else would I come?,xxx
Ses04F_script01_3_M007,M,51.62,54.6613,Wouldn't you want to?,xxx
Ses04F_script01_3_M008,M,55.0554,59.75,I guess you know this is why I asked you to come.,neu
Ses04F_script01_3_F009,F,59.67,62.6615,I guess this is why I came.,hap
Ses04F_script01_3_M009,M,62.25,70.7011,"Ann, I love you.  I love you a great deal.  I love you.",hap
Ses04F_script01_3_M010,M,71.62,79.3318,I have no imagination that's all I know to tell you.,hap
Ses04F_script01_3_M011,M,79.5288,84.3762,I'm embarrassing you.  I didn't want to tell it to you here.  I,hap
Ses04F_script01_3_M012,M,84.4157,90.9,"wanted some place we'd never been, a place where we'd be brand new to each other.",xxx
Ses04F_script01_3_M013,M,90.93,100.35,"You think this is wrong, this chair, this yard.  I want you to be ready for me.  I don't want to win you away from anything.",xxx
Ses04F_script01_3_F010,F,99.83,103.94,"Chris, I've been ready a long, long time.",hap
Ses04F_script01_3_M014,M,103.8052,107.0763,And he's gone forever.  You're sure?,neu
Ses04F_script01_3_F011,F,106.4457,109.8743,I almost got married two years ago.,xxx
Ses04F_script01_3_M015,M,109.33,111.37,Why didn't you?,xxx
Ses04F_script01_3_F012,F,110.8202,113.47,You started to write me.,hap
Ses04F_script01_3_M016,M,112.98,115.28,You felt something that far back?,xxx
Ses04F_script01_3_F013,F,114.71,117.27,Every day since.,hap
Ses04F_script01_3_M017,M,117.0863,120.64,"Ann, why didn't you let me know?",xxx
Ses04F_script01_3_F014,F,119.98,128.594,"I was waiting for you, Chris.  Till then you never wrote and then when you did what did you say.  I mean you sure can be ambiguous you know.",hap
Ses04F_script01_3_M018,M,127.99,133.15,"Give me a kiss, Ann.  Give me a-God I kissed you.",hap
Ses04F_script01_3_M019,M,133.21,138.7617,"I kissed Annie.  How long, how long I've been waiting to kiss you.",hap
Ses04F_script01_3_F015,F,138.33,145.84,I'll never forgive you.  Why did you wait all these years?  All I've done is sit and wonder if I was crazy for thinking of you.,hap
Ses04F_script01_3_M020,M,145.23,149.0082,"Annie, we're going to live now.  I'm going to make you so happy.",hap
Ses04F_script01_3_F016,F,148.1018,151.0969,Not like that you're not.,xxx
Ses04F_script01_3_M021,M,150.6,152.56,I kissed you.,xxx
Ses04F_script01_3_F017,F,151.87,157.3237,"Like Larry's brother.  Do it like you, Chris.",xxx
Ses04F_script01_3_F018,F,157.4813,160.8311,What is it Chris?,xxx
Ses04F_script01_3_M022,M,159.7671,163.3,Let's drive some place.  I want to be alone with you.,xxx
Ses04F_script01_3_F019,F,162.61,166.2303,"No.  What is it Chris, your mother?",xxx
Ses04F_script01_3_M023,M,165.8756,169.2648,"No, nothing like that.",sad
Ses04F_script01_3_F020,F,168.7525,173.6393,Well then what's wrong?  Even in your letters there was something ashamed.,xxx
Ses04F_script01_3_M024,M,173.59,181.1666,Yes.  I suppose I have been but it's going from me.,sad
Ses04F_script01_3_F021,F,180.4572,183.64,You've got to tell me.,xxx
Ses04F_script01_3_M025,M,183.0188,185.69,I don't know where to start.,fru
Ses04F_script01_3_F022,F,185.09,188.12,It wouldn't work this way.,xxx
Ses04F_script01_3_M026,M,188.31,193.6989,There's so many things mixed up.,sad
Ses04F_script01_3_M027,M,193.7383,197.39,You remember overseas I was in command of a company?,sad
Ses04F_script01_3_F023,F,196.82,199.2162,"Yeah, sure.",neu
Ses04F_script01_3_M028,M,198.4674,202.13,Well I lost them.,sad
Ses04F_script01_3_F024,F,201.5808,203.7483,How many?,sad
Ses04F_script01_3_M029,M,203.19,205.54,Just about all.,sad
Ses04F_script01_3_F025,F,205.4,207.4923,"Oh, gees.",xxx
Ses04F_script01_3_M030,M,207.2558,214.7042,It takes a lot of time to toss that off because they weren't just men.,sad
Ses04F_script01_3_M031,M,214.7831,224.9508,"For instance, one time it had been raining several days and this kid came to me and gave me his last pair of dry socks.",sad
Ses04F_script01_3_M032,M,225.069,233.59,I put them in my pocket. that's only a little thing but these are the kind of guys I had.,sad
Ses04F_script01_3_M033,M,236.33,244.9709,They didn't die.  They killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.,sad
Ses04F_script01_3_M034,M,245.33,255.15,"And I got this idea watching them go down.  Everything was being destroyed see, but it seemed to me that there was one new thing that was made",sad
Ses04F_script01_3_M035,M,255.22,260.8925,a sort of responsibility man for man.  You understand me?,sad
Ses04F_script01_3_M036,M,261.0501,265.2,And then I came home and it was amazing.,sad
Ses04F_script01_3_M037,M,265.71,270.07,There was no meaning in it here.,xxx
Ses04F_script01_3_M038,M,270.3902,277.9569,The whole thing to them was sort of a bus accident. Then I went to work with father and that whole rat race again.,xxx
Ses04F_script01_3_M039,M,277.9963,282.38,"I felt, what you said, ashamed somehow",sad
Ses04F_script01_3_M040,M,282.7649,291.1985,because nobody was changed at all.  It seemed to make suckers out of a lot of guys.,sad
Ses04F_script01_3_M041,M,291.238,299.0411,"I felt wrong to be alive, to open the new bank book, to drive the new car, to see the new refrigerator.",sad
Ses04F_script01_3_M042,M,299.1199,302.588,I mean you can take those things out of war but,xxx
Ses04F_script01_3_M043,M,302.6274,311.8492,"when you drive the new car, you have to know that it came out of the love a man can have for a man.  You've got to be a little better because of that.",sad
Ses04F_script01_3_M044,M,311.8887,319.15,Otherwise what you have is really just loot and there's blood on it.  I didn't want to take any of it.,sad
Ses04F_script01_3_M045,M,319.6,323.1204,I guess that included you.,sad
Ses04F_script01_3_F026,F,321.9775,324.83,And do you still feel that way?,xxx
Ses04F_script01_3_M046,M,324.52,326.5885,"I want you now, Annie.",xxx
Ses04F_script01_3_F027,F,326.0,333.54,"Because you mustn't feel that way anymore because you have a right to whatever you have, Chris, do you understand, everything",xxx
Ses04F_script01_3_F028,F,333.61,340.7009,that includes me.  And your money there's nothing wrong in your money.  Your father put hundreds of planes in the air.,xxx
Ses04F_script01_3_F029,F,340.72,343.9288,You should be proud.  A man should be paid for that.,xxx
Ses04F_script01_3_M047,M,343.6529,347.7909,"Annie, Annie I'm going to make a fortune for you.",hap
Ses04F_script01_3_F030,F,347.39,350.28,What'll I do with a fortune?,hap
Ses04F_script02_1_M000,M,8.63,15.4783,What time is it?  They're supposed to run around midnight.  This is great isn't it?  Look at this night we've got here.  It couldn't be better.,hap
Ses04F_script02_1_M001,M,15.5747,21.24,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid to miss it.  How you doing?",xxx
Ses04F_script02_1_F000,F,20.66,22.25,Fine.,neu
Ses04F_script02_1_M002,M,21.67,26.71,"Is that, is that-that's just foam isn't it?  I can't even tell",exc
Ses04F_script02_1_M003,M,26.75,32.162,"although if you can't tell, it probably isn't them.  It will probably be unmistakable.  Don't you think?  How you doing?",xxx
Ses04F_script02_1_M004,M,32.71,38.25,"Oh, no you know what I did?  I forgot my flashlight.  How could I be so stupid I forgot my flashlight.",fru
Ses04F_script02_1_F001,F,37.89,39.636,What flashlight?,xxx
Ses04F_script02_1_M005,M,40.0699,43.78,"The flashlight, the silver one.  There's only one isn't there?",fru
Ses04F_script02_1_F002,F,43.39,45.374,It's not yours.,fru
Ses04F_script02_1_M006,M,44.9,46.28,Whose is it?,sur
Ses04F_script02_1_F003,F,45.93,48.78,It's ours.  It's mine too.,xxx
Ses04F_script02_1_M007,M,48.4118,50.14,Well sure.,fru
Ses04F_script02_1_F004,F,49.8,55.24,You kept saying my flashlight as if it somehow is just yours.  How's that supposed to make me feel?,xxx
Ses04F_script02_1_M008,M,54.29,62.0095,"No of course our flashlight, yours and mine, mi flashlight es su flashlight naturally.  How could we not think to bring it?",fru
Ses04F_script02_1_M009,M,62.4917,70.9,I hope the moon stays out.  I wonder do they always run during a full moon.  I can't remember if it was full last year.  Remember?,exc
Ses04F_script02_1_F005,F,70.67,71.97,Yes.,xxx
Ses04F_script02_1_M010,M,72.0873,79.7541,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",neu
Ses04F_script02_1_M011,M,79.8023,86.1672,"Ah, this is great, isn't it?  I didn't even think to bring a six-pack.  A six-pack would be just the ticket right about now.",hap
Ses04F_script02_1_M012,M,86.2154,91.5677,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,xxx
Ses04F_script02_1_M013,M,91.7606,98.4148,"Oh, I wonder if they can hear me talk or feel the vibrations in the sand when we move around?",xxx
Ses04F_script02_1_F006,F,98.14,99.5721,I'm cold.,xxx
Ses04F_script02_1_M014,M,99.35,100.92,Do you want my jacket?,xxx
Ses04F_script02_1_F007,F,100.5,102.8027,It's after eleven let's go home.,ang
Ses04F_script02_1_M015,M,102.38,108.46,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,fru
Ses04F_script02_1_F008,F,107.82,110.44,There is no point in coming down here.,ang
Ses04F_script02_1_M016,M,109.91,111.11,Right.,fru
Ses04F_script02_1_F009,F,110.65,112.6876,That's my point.,fru
Ses04F_script02_1_M017,M,112.2054,114.54,That's my point too.,neu
Ses04F_script02_1_F010,F,114.02,116.36,So let's go home.,fru
Ses04F_script02_1_M018,M,115.72,122.65,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",fru
Ses04F_script02_1_F011,F,122.25,123.97,Not particularly.,fru
Ses04F_script02_1_M019,M,123.43,124.93,Why not?,xxx
Ses04F_script02_1_F012,F,124.38,127.19,I just don't.  It's stupid.,ang
