utterance_id,text,label
Ses02F_script03_1_F015,"Well, shall we always want to bicker and fight?",neutral
Ses02F_script03_1_F016,"Oh, dear, shall we like that?",neutral
Ses02F_script03_1_F017,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?",neutral
Ses02F_script03_1_F019,"Darling, I believe you're talking nonsense.",happy
Ses02F_script03_1_F020,"Elliott, worms don't pop.",happy
Ses02F_script03_1_F021,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you.",happy
Ses02F_script03_1_F022,Which particular one?,happy
Ses02F_script03_1_F023,Charles.  That was his name.  Charles.  He did wriggle so beautifully.,happy
Ses02F_script03_1_F024,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.",happy
Ses02F_script03_1_F025,It went in intermittently for days.,happy
Ses02F_script03_1_F026,It burned my comb too and all the towels in the bathroom.,happy
Ses02F_script03_1_F027,That was the first time you ever hit me.,neutral
Ses02F_script03_1_F028,"The manager came in and found us rolling around on the floor, biting and scratching like panthers.",happy
Ses02F_script03_1_M001,I wonder.,neutral
Ses02F_script03_1_M004,I don't care then.,neutral
Ses02F_script03_1_M005,Hello?  Hello?  What?  Wrong number.,neutral
Ses02F_script03_1_M007,With the most perfect poise?,neutral
Ses02F_script03_1_M008,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?,neutral
Ses02F_script03_1_M009,"Oh, darling, don't say that.",neutral
Ses02F_script03_1_M010,"Meaning that sacred and beautiful thing, love?",neutral
Ses02F_script03_1_M012,"You mustn't be serious, my dear one.  That's just what they want.",neutral
Ses02F_script03_1_M013,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.,neutral
Ses02F_script03_1_M014,Flippancy brings out the acid in their damn sweetness and light.,neutral
Ses02F_script03_1_M015,"Certainly, you must.  We're figures of fun, alright.",neutral
Ses02F_script03_1_M016,Who knows.,neutral
Ses02F_script03_1_M017,"No, that desire will fade.  Along with our passion.",neutral
Ses02F_script03_1_M018,Depends on how well we've played.,neutral
Ses02F_script03_1_M021,So is everyone else in the long run.,neutral
Ses02F_script03_1_M024,"I don't care what you do.  See, you could paint yourself green and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word.  As long as you love me best.",neutral
Ses02F_script03_1_M025,You remember that awful scene we had in Venice?,neutral
Ses02F_script03_1_M026,The one when you bought that little painted wooden snake in the Piazza and put it on my bed.,neutral
Ses02F_script03_1_M028,How long did that row last?,neutral
Ses02F_script03_1_M029,The worst one was in Cannes when your curling iron burnt a hole in my new dressing gown.,neutral
Ses02F_script03_1_M031,I didn't hit you very hard.,neutral
Ses02F_script03_1_M033,We were very much younger then.,neutral
Ses02F_script03_1_M034,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
Ses02F_script03_2_F007,"Well, if you hadn't been so suspicious and nosey, you never would have known a thing about it.",neutral
Ses02F_script03_2_F011,Just seems so silly to go on and on and on with such a thing.,neutral
Ses02F_script03_2_F012,"Well, it's become a habit with you.",neutral
Ses02F_script03_2_F013,Don't be so stupid.,angry
Ses02F_script03_2_F014,What?,angry
Ses02F_script03_2_F018,"Oh, be quiet.",angry
Ses02F_script03_2_F020,"Adders don't snap, they sting.",angry
Ses02F_script03_2_F025,You're quite insufferable,angry
Ses02F_script03_2_F029,Shut up.,angry
Ses02F_script03_2_F031,Why?,angry
Ses02F_script03_2_F034,"Turn it on again, please.",angry
Ses02F_script03_2_F035,"Very well, if you insist on being boorish and idiotic.",angry
Ses02F_script03_2_F036,You are far too temperamental.  Try to control yourself.,angry
Ses02F_script03_2_F037,Stop it.  Go away.  I hate you.,angry
Ses02F_script03_2_F038,"Listen?  Listen, indeed.  I am sick and tired of listening to you, damn sadistic bully.",angry
Ses02F_script03_2_F039,"I hate you.  Stop it.  Stop it.  I hate you, do you hear?  You're conceited and overbearing and utterly impossible.",angry
Ses02F_script03_2_F040,This is the end.  Finally and forever.  Do you hear me?  The end.,angry
Ses02F_script03_2_F041,"Oh Yes, I am.",angry
Ses02F_script03_2_F042,I am.  Let go of me.  You're a cruel fiend and I hate and loathe you.,angry
Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,angry
Ses02F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",neutral
Ses02F_script03_2_M001,I knew nothing of the sort.  You took presents from him.,neutral
Ses02F_script03_2_M006,What of it?,angry
Ses02F_script03_2_M007,"Well, what about me?",angry
Ses02F_script03_2_M009,"Me, too.  Bored stiff.  You want some brandy?",neutral
Ses02F_script03_2_M011,No particular reason.  Anyhow they were very small ones.,neutral
Ses02F_script03_2_M013,"You needn't be so grand, just because you don't happen to want any yourself at the moment.",angry
Ses02F_script03_2_M027,I'm not in the least drunk.,angry
Ses02F_script03_2_M030,"We could get a good debate going about this, don't you think?  Intemperate tots.",angry
Ses02F_script03_2_M036,I'll do no such thing.,angry
Ses02F_script03_2_M037,Turn it off.  It's driving me mad.,angry
Ses02F_script03_2_M038,Turn it off.,angry
Ses02F_script03_2_M039,"Amanda, listen. listen",angry
Ses02F_script03_2_M041,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live.",angry
Ses02F_script03_2_M042,You're not going like this.,angry
Ses02F_script03_2_M043,You're not.,angry
Ses02F_script03_2_M044,Shut up. Shut up.,angry
Ses02F_script03_2_M045,I wouldn't-- I wouldn't marry--,angry
Ses02F_script03_2_M046,I wouldn't marry you if you came in crawling on your knees,angry
Ses02F_script03_2_M047,You're a evil vampire and I hope to God I never see you again as long as I live.,angry
Ses02M_impro01_F000,"Hi, How can I help you?",neutral
Ses02M_impro01_F001,"Sure, um",neutral
Ses02M_impro01_F002,do you have two forms of ID with you?,neutral
Ses02M_impro01_F003,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry.",neutral
Ses02M_impro01_F004,Well,neutral
Ses02M_impro01_F005,I- I can take your driver's license but I need another form of ID in order to process this paper work.,neutral
Ses02M_impro01_F006,"Um, that you would need to go home and get another form of ID and come back.",neutral
Ses02M_impro01_F015,"I'm sorry, sir.",neutral
Ses02M_impro01_F016,there is nothing I can do.,neutral
Ses02M_impro01_M001,"Yea. I just want to get this done,",neutral
Ses02M_impro01_M002,get my new license.,neutral
Ses02M_impro01_M003,"Um, no, I got my driver's license though.",neutral
Ses02M_impro01_M004,"Uh, sorry, I forgot them. I mean I've got to -",neutral
Ses02M_impro01_M005,well is the dri-driver's license going to work?,neutral
Ses02M_impro01_M007,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after",angry
Ses02M_impro01_M008,three hours and,angry
Ses02M_impro01_M009,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?,angry
Ses02M_impro01_M010,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my",angry
Ses02M_impro01_M011,"I filled out the application right, didn't I?",angry
Ses02M_impro01_M018,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application,angry
Ses02M_impro01_M019,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home.",angry
Ses02M_impro02_F000,I don't want you to go.,sad
Ses02M_impro02_F001,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard.",sad
Ses02M_impro02_F002,I don't want to be a single mom.,sad
Ses02M_impro02_F003,but,sad
Ses02M_impro02_F004,It's dangerous; I mean how can you make sure that you'll,sad
Ses02M_impro02_F005,I hope so.,sad
Ses02M_impro02_F006,I hope so.,sad
Ses02M_impro02_F007,It's going to be really rough.,sad
Ses02M_impro02_F008,I'll send you lots of pictures.,sad
Ses02M_impro02_F009,"Well, just promise me that you going to be safe.",sad
Ses02M_impro02_F010,"I mean can't they put you in like, you know kitchen work or something where you won't get",sad
Ses02M_impro02_F012,"Will you write me letters, paper ones?",sad
Ses02M_impro02_F013,"Our baby needs a dad; you can't leave. Okay, you can't disappear.",sad
Ses02M_impro02_F014,I'll miss you too.,sad
Ses02M_impro02_M000,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot.",sad
Ses02M_impro02_M001,"You won't be. I'll be back; I'll be back before you know it. All right, and",sad
Ses02M_impro02_M002,and,sad
Ses02M_impro02_M007,"You gotta take care of our baby for me, alright?",sad
Ses02M_impro02_M008,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do.",sad
Ses02M_impro02_M009,I've never been - I've never been away from you for two weeks let alone a year.,sad
Ses02M_impro02_M013,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country,sad
Ses02M_impro02_M014,"and it'll work out you know, go there and do that. Yeah, I'll be back",neutral
Ses02M_impro02_M017,"Our baby has a dad, alright. Daddy is going to be back soon.",sad
Ses02M_impro02_M018,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you.",sad
Ses02M_impro03_M010,"Oh, well, it was -- you know, we were at this- at this concert and yeah",happy
Ses02M_impro03_M011,so I-I talked to some of the crew before hand and-,happy
Ses02M_impro03_M012,I-I did.,happy
Ses02M_impro03_M014,"I know, so",happy
Ses02M_impro03_M015,I got to freak her out.,happy
Ses02M_impro03_M017,"Yea, that way she was guaranteed that she could not say no.",happy
Ses02M_impro03_M021,"Oh yes, they - they you know they love her and so I mean...",happy
Ses02M_impro03_M027,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand.",happy
Ses02M_impro03_M028,"Sure. Oh, yes.",happy
Ses02M_impro03_M031,Hah.,happy
Ses02M_impro04_F000,So how you feeling?,neutral
Ses02M_impro04_F001,"You've been doing a lot of work for it, right?",neutral
Ses02M_impro04_F002,"Right, so the fact you doing the best that you can is -",neutral
Ses02M_impro04_F003,"you know you shouldn't give yourself a hard time for that, it's the best you can.",neutral
Ses02M_impro04_F004,"Well, but you care about what you do, right?",neutral
Ses02M_impro04_F005,"I understand that it's so frustrating but I know that you're here because you really want it you know and, and uh",neutral
Ses02M_impro04_F006,"Well, I mean you're still here you've tried for this long so I think that says something all in itself.",neutral
Ses02M_impro04_F007,You are persistence. I mean that's important. that's,neutral
Ses02M_impro04_F008,"Well, you're talented so keep that in mind, you know, you shouldn't give yourself too hard of a time.",neutral
Ses02M_impro04_F009,I'm sorry.,sad
Ses02M_impro04_F010,"That's- I mean. There are more factors then just whether you're good or not, you know what I mean like",neutral
Ses02M_impro04_F011,"and the fact that you know there is always different types of things and what kind of people they want in the office and whether it's male or female or you know what I mean, like things are out of your control.",neutral
Ses02M_impro04_F012,So you should take that in consideration rather than giving yourself such a hard time.,neutral
Ses02M_impro04_F014,"You know and the fact you still here and still cooking, like it's good that you're thinking about it, that you're reconsidering.",neutral
Ses02M_impro04_F015,"But like, just because you're considering why it's been so difficult doesn't mean you should just stop.",neutral
Ses02M_impro04_F016,"Maybe you should take a little break from it, but I don't think you should stop.",neutral
Ses02M_impro04_M014,"I don't know, it's just not, I don't know - I don't know what to do really, you know, I'm just thinking",sad
Ses02M_impro04_M019,this doesn't happen to a normal person.,angry
Ses02M_impro04_M022,Right. Thanks for talking to me.,sad
Ses02M_impro05_F000,"Hi, can I help you?",neutral
Ses02M_impro05_F001,"Oh, did you check? Did you make sure as it went around the second time that it-",neutral
Ses02M_impro05_F002,"Okay. Well, um- the f.",neutral
Ses02M_impro05_F003,"Actually I'm looking here at the information, the flight that you were on we had some trouble with some of the baggage, it looks like a few peoples' bags didn't make it through. Um, so-",neutral
Ses02M_impro05_F004,"Well, you can fill out this paperwork um- and if for some reason it shows up, we can bring it to you, but-",neutral
Ses02M_impro05_F005,"Well, sometimes it's just late baggage or misplaced baggage and it comes out but it seems to be here and just I'm reading off of this that",neutral
Ses02M_impro05_F006,Uh- it didn't make it into the second plane so it looks like there - they don't actually know what happened to it.,neutral
Ses02M_impro05_F007,"Um, well, sometimes there is just difficulties with loading on to the plane. Uh- There can be a theft or uh- some sort of you know mishap with a cart or something.",neutral
Ses02M_impro05_F008,"I- I- I understand, but um.",neutral
Ses02M_impro05_F009,Okay,neutral
Ses02M_impro05_F010,Right.,neutral
Ses02M_impro05_F011,"I understand that. Um- So I'm going to put down here that you looking for your baggage, but we actually can't, uh this bag is likely not going to show up so what we're going to do-",neutral
Ses02M_impro05_F012,"Sometimes it gets stolen, sometimes it gets misplaced on another plane and",neutral
Ses02M_impro05_F013,"they - they, it gets shipped to somewhere else and then it's stuck somewhere and then we have no way of tracking that.",neutral
Ses02M_impro05_F014,So we'll- what we'll do,neutral
Ses02M_impro05_F015,Right. Like I said sometimes a theft and things happen like that but we are willing to reim-reimburse you.,neutral
Ses02M_impro05_F016,"Um, so.",neutral
Ses02M_impro05_F017,"We have very tight security but we -uh- there are times when we just can't uh make sure there aren't absolutely no human error, you know",neutral
Ses02M_impro05_F018,I'm sorry there is no guarantee on baggage.,neutral
Ses02M_impro05_F019,"I understand, so-",neutral
Ses02M_impro05_F020,"all right, We've already checked back here for your baggage",neutral
Ses02M_impro05_F021,and we will continue to look for it and because your paper-,neutral
Ses02M_impro05_F023,"Well, it's- it's just sort of help with the fact uh that you lost some of your possessions and we rather do that than-",neutral
Ses02M_impro05_F024,The airline can't afford to give you everything that is in that suitcase. and so-,neutral
Ses02M_impro05_F025,Well because lots of people get their baggage lost and we don't want to have false claims or anything like that so we have,neutral
Ses02M_impro05_F026,"we can give you fifty dollar to sort of make up for it, to compensate, and we can definitely let you know if it shows up but likely, more than likely-",neutral
Ses02M_impro05_M000,Hi. Um-,neutral
Ses02M_impro05_M001,It seems that uh- my-my bag didn't make it out on the carousel.,neutral
Ses02M_impro05_M002,"Yes, yes, it's gone around like you know twenty times. It's been about a half hour.",neutral
Ses02M_impro05_M003,Okay. So what-what do I have to get you know,neutral
Ses02M_impro05_M013,"But we have the tags on. I mean like it wouldn't you know, if it got stuck somewhere it's like well this is nobodies bag I mean maybe you know look on the tag and",angry
Ses02M_impro05_M016,"Theft? Don't you know like all these people that are work - you keep like an eye on them, how can they get away with-",angry
Ses02M_impro05_M018,you don't realize the stuff that I've got in that - I really need to get the suitcase okay,angry
Ses02M_impro05_M025,The a- what? Talking about a core they can't afford it? I mean-,angry
Ses02M_impro05_M026,I mean you're not helping me here. What do I have to do here? Do I need to sue the airline company is that what I should do,angry
Ses02M_impro06_F002,"It doesn't make any easier, yes.",sad
Ses02M_impro06_F003,"Oh, man. I'm so sorry.",sad
Ses02M_impro06_F004,"It's going to be so rough, I'm sorry.",sad
Ses02M_impro06_F005,Yeah.,sad
Ses02M_impro06_F006,Totally.,sad
Ses02M_impro06_F007,Yeah,sad
Ses02M_impro06_F008,"Yes. Well, at least you have a lot of good memories.",sad
Ses02M_impro06_F009,"She really cared about you, you know.",sad
Ses02M_impro06_F010,And she was,sad
Ses02M_impro06_F011,Yeah.,sad
Ses02M_impro06_F012,Even if you still do she'll- she'll be there.,sad
Ses02M_impro06_F013,Are you going to be okay?,sad
Ses02M_impro06_F014,"It's going to be okay, I promise.",sad
Ses02M_impro06_F015,Sure,sad
Ses02M_impro06_F016,you shouldn't be alone,sad
Ses02M_impro06_F017,Yes.,sad
Ses02M_impro06_F018,Yes.,sad
Ses02M_impro06_M000,Kathy died last night.,sad
Ses02M_impro06_M001,"yeah, I mean, you know, it was a -",sad
Ses02M_impro06_M002,"I guess we saw it coming and she lasted a lot - a lot longer than, uh, they expected but you know, I mean when it actually happens it's just a lot harder.",sad
Ses02M_impro06_M003,"I mean at least she was home, she wasn't in the hospital anymore,",sad
Ses02M_impro06_M004,"She was with- yeah  She was with Gary, and he said that she was just sitting there and went to sleep, closed her eyes, and that was it.",sad
Ses02M_impro06_M005,"Yes. I mean, it's not as rough on me as it is on him but",sad
Ses02M_impro06_M006,"God, it's you know, we've spent so much time with them it's just really surreal, really weird that we're not going to be able to see her anymore and go",sad
Ses02M_impro06_M007,"out to- out to dinner you know and do the troops to California, I mean.",sad
Ses02M_impro06_M008,"It's just that- I don't know, it's sort it's sort- of a weird thing you know",sad
Ses02M_impro06_M009,"not being able to see anyone again, who knows where they really went, you know. I mean, I guess we can just hope that wherever they are now if it's anywhere that it's better I mean.",sad
Ses02M_impro06_M010,She was [garbage],sad
Ses02M_impro06_M011,"Yes, I mean she cared about all of us. She was great",sad
Ses02M_impro06_M012,so loving everybody you know.,sad
Ses02M_impro06_M013,"Gosh, I just hate I just hate to see her go.",sad
Ses02M_impro06_M014,We were all going take a trip to Europe you know.,sad
Ses02M_impro06_M015,Yes.  [BREATHING] God.,sad
Ses02M_impro06_M016,"I just -- I just don't get it, like there is just nothing you can do about it you know, it's like just out of your control and it",sad
Ses02M_impro06_M017,"just makes it that much harder to deal 'cause as much as you want to, you know, make her better, see her not in any pain, it's like, just I don't know, just has a mind of its own.",sad
Ses02M_impro06_M018,Then she's gone.,sad
Ses02M_impro06_M019,"Well, you know I appreciate you coming over and talking to me, I mean it definitely helps",sad
Ses02M_impro06_M020,to talk to somebody but,sad
Ses02M_impro06_M021,"It's just going to take a while, I think.",sad
Ses02M_impro06_M022,Ah.,sad
Ses02M_impro06_M023,Thank you.,sad
Ses02M_impro07_F014,No but that's an awesome school. That's so cool.,happy
Ses02M_impro07_F015,"Oh, totally totally.",happy
Ses02M_impro07_F016,you get to like be a part of that.,happy
Ses02M_impro07_F017,"Like you get to be a part of that. Like the, like the- Like a cult.",happy
Ses02M_impro07_F018,"[LAUGHTER] like a- like a- [LAUGHTER] No, but I mean like everywhere you go people know who you are.",happy
Ses02M_impro07_F019,So you know what you are going to do there?,happy
Ses02M_impro07_F020,"Okay. They have a lot of good schools, right?",happy
Ses02M_impro07_F021,"Yes, it's intimate.",happy
Ses02M_impro07_F024,I will do the best I can.,happy
Ses02M_impro07_F028,"and we'll explore and you going to have such a good time, you're going to fit in so well, it's going to be awesome",happy
Ses02M_impro07_F029,So Congratulations. That's awesome.,happy
Ses02M_impro07_M009,it was you know I wasn't too sure I mean you know it was kind of last minute for like the application,happy
Ses02M_impro07_M010,and everything like but,happy
Ses02M_impro07_M011,"it was good, yeah. I mean-",happy
Ses02M_impro07_M023,"What's that? ahh Well, you know I'm I'm thinking um I'm leaning towards like communications",happy
Ses02M_impro07_M024,"I-I don't know. Kind of a broad,",happy
Ses02M_impro07_M025,"yeah, I mean a lot-a lot  of good stuff oh, yeah, I mean it's- it's just a really good school; so really, whatever I pick I can't go wrong. I mean I'm just",happy
Ses02M_impro07_M026,"I'm looking forward to getting there. I mean, God, the campus is cool, you know it's like all just very confined I mean just you know it's a college campus you know it's like",happy
Ses02M_impro07_M030,"Oh, alright.",happy
Ses02M_impro08_F006,"Sorry. Okay. Um-, yes",neutral
Ses02M_impro08_F007,"Thank you very much. Um  So I have a charge on my credit card that, um, isn't mine.",neutral
Ses02M_impro08_F008,"Uh, I don't know where it came from and it's actually quite large, and I don't have the money for it so",neutral
Ses02M_impro08_F010,"Okay, it was um- at the [GARBAGE] sorry, it was at a department store, I think it was Macy's or something",neutral
Ses02M_impro08_F019,I did buy one thing on ebay I don't know that might-,neutral
Ses02M_impro08_F023,Great.,happy
Ses02M_impro08_F024,Yeah.,happy
Ses02M_impro08_F025,"Right, right.",neutral
Ses02M_impro08_F026,"Okay, great.",neutral
Ses02M_impro08_F027,"Yeah, totally.",neutral
Ses02M_impro08_F028,Well thank you so much. You've been very helpful. I really appreciate it.,happy
Ses02M_impro08_F030,Thank you very much bye.,happy
Ses02M_impro08_M000,All right. Customer service this is Steve.,neutral
Ses02M_impro08_M002,"Right. No, yes I know. It is-It is a little frustrating.",neutral
Ses02M_impro08_M003,"I- I'll give you a little hint, next time if it asks if you're on a rotary phone you know, just stay on the line instead of - instead of hitting one or two to say if you're like on a touch tone",neutral
Ses02M_impro08_M004,"pretend like your on a rotary phone, goes straight through to a person.",neutral
Ses02M_impro08_M005,I know they don't tell you that kind of thing.,neutral
Ses02M_impro08_M007,"Yea. All right. Well, let me-let me look it up here for a second. Uh, so i think",neutral
Ses02M_impro08_M008,"Okay, Alright, yeah. I- I see it on here.",neutral
Ses02M_impro08_M009,"All right. Well, you know that's, that's what we have all of our protection plans for and everything like that so I mean it's",neutral
Ses02M_impro08_M010,it- it'll work out fine.,neutral
Ses02M_impro08_M011,"Yes, we'll get- we'll get rid of it right now. I mean just we're going to have to have you, um, submit something you know, we're going to have to have you mail something in for us, okay.",neutral
Ses02M_impro08_M012,"So- So you can um find that application. You have the Internet, you can go to our website.",neutral
Ses02M_impro08_M013,Yeah. Yeah. You get the form right now. and- yeah,neutral
Ses02M_impro08_M014,"We could mail it to you as well, but-",neutral
Ses02M_impro08_M015,"Right. You can go online, print it out, and just fill out the form and um- send it to us um- you know,  regarding the grievance and-",neutral
Ses02M_impro08_M016,and it'll get taken off um- no problem you know,neutral
Ses02M_impro08_M017,Right. I mean we might,neutral
Ses02M_impro08_M018,Okay.,neutral
Ses02M_impro08_M019,"Uh, I mean have you been shopping around on the Internet and stuff? I mean that you gave-",neutral
Ses02M_impro08_M020,"Uh-ha, I mean usually sites are pretty well protected but sometimes I mean information gets out, so",neutral
Ses02M_impro08_M021,so it is a little a little hard in that situation if you want -- you know you can -um- we can- we can issue another credit card.,neutral
Ses02M_impro08_M022,"Yeah, yeah. Maybe we'll, uh-",neutral
Ses02M_impro08_M023,it's a different number and everything,neutral
Ses02M_impro08_M024,Yeah. yeah.,neutral
Ses02M_impro08_M025,"Yes, um but  for- for that- for that charge we will need you to send something in but we can get you processed immediately for this, for this, for this new card. It still goes to the same address, right?",neutral
Ses02M_impro08_M026,Okay. All right. Then we'll get it sent out there. And,neutral
Ses02M_impro08_M027,And you know just I mean be careful in the future if um,neutral
Ses02M_impro08_M028,if you're ever online or anything like that I mean just make sure it's a secure site and,neutral
Ses02M_impro08_M029,"and never you know, give it to anyone out, never even give out your number to any like unreliable company that you haven't heard of or anything like that, all right? Because, um, we want to- we definitely want to help you out, but-",neutral
Ses02M_impro08_M030,you know it gets- it gets difficult you know so Alright.,neutral
Ses02M_impro08_M031,"Alright Yes, I'm sorry for all the inconvenience but we'll get it taken care of.",neutral
Ses02M_script01_1_F015,I got an idea but what's the story?,neutral
Ses02M_script01_1_F018,"Well, you want to make sure that your father isn't-",neutral
Ses02M_script01_1_F021,From father's point of you he isn't dead and you have no right to take his girl.,neutral
Ses02M_script01_1_F023,You're a considerate fellow.  There's nothing wrong with that.,neutral
Ses02M_script01_1_F025,How do you know she'll marry you? Maybe she feels the same way your father does.,neutral
Ses02M_script01_1_F026,"Trouble is you don't see enough women, you never did.",angry
Ses02M_script01_1_F027,I just don't see why it has to be Annie.,angry
Ses02M_script01_1_F032,What the hell is this?,angry
Ses02M_script01_1_F033,"What the hell is this, are you crazy?",angry
Ses02M_script01_1_F034,What about the business? What is this?,angry
Ses02M_script01_1_F035,Must you be inspired?,angry
Ses02M_script01_1_F036,"Tell me, you'd leave the business?",angry
Ses02M_script01_1_F037,"Well, you don't want to think like that.",angry
Ses02M_script01_1_F041,"Yea, I can see that.",sad
Ses02M_script01_1_M003,I don't know. When it cracked he ran into the house and cried in the kitchen.,sad
Ses02M_script01_1_M004,No. I figured it was best to leave him alone.,sad
Ses02M_script01_1_M005,I could hear him right through the floor in my room.,sad
Ses02M_script01_1_M012,We've got to say it to him.,angry
Ses02M_script01_1_M013,"For God sakes it's been three years, nobody comes back after three years, that's insane.",angry
Ses02M_script01_1_M016,You know why I brought Annie here don't you?,neutral
Ses02M_script01_1_M017,You know.,neutral
Ses02M_script01_1_M018,I'm going to ask her to marry me.,neutral
Ses02M_script01_1_M021,See it isn't just my business-,angry
Ses02M_script01_1_M024,"I don't know why but every time I reach out for something that I really want, I have to pull back 'cause someone else will suffer. My whole bloody life, time after time after time.",angry
Ses02M_script01_1_M025,To hell with that.,angry
Ses02M_script01_1_M026,I wanted to get this settled first.,neutral
Ses02M_script01_1_M027,"Well, if she does then that's the end of it. From her letters I think she's forgotten him.",neutral
Ses02M_script01_1_M028,"I don't know, I'll find out. Then we'll trash it out with dad, right? Mom, don't avoid me.",sad
Ses02M_script01_1_M035,"If I can't do that here well, then I'll have to get out.",sad
Ses02M_script01_1_M036,"I'll get out. I'll get married and go live some place else, maybe New York.",sad
Ses02M_script01_1_M037,"I've been a good son too long a good sucker, I'm through with it.",angry
Ses02M_script01_1_M038,The business?  The business doesn't inspire me.,angry
Ses02M_script01_1_M039,"Yes, I like it and hour a day. If I'm going to grub for money all day long, at least in the evening I want it beautiful.",angry
Ses02M_script01_1_M041,"Yes, on this I would.",sad
Ses02M_script01_2_F000,Why did he invite her here?,angry
Ses02M_script01_2_F001,She's been in New York three and half years why all of a sudden-,angry
Ses02M_script01_2_F002,Nobody comes seven hundred miles just to see.,angry
Ses02M_script01_2_F003,He's not going to marry her.,angry
Ses02M_script01_2_F005,What's going on here Joe?,angry
Ses02M_script01_2_F006,-She's not his girl Joe; she knows she's not.,angry
Ses02M_script01_2_F010,"I want you to act like he's coming back, both of you. Don't you think I haven't noticed since he invited her, I won't stand for any nonsense",angry
Ses02M_script01_2_F013,I need you to believe with me; I can't stand all alone.,sad
Ses02M_script01_2_M001,"Well, maybe he just wanted to see her again.",neutral
Ses02M_script01_2_M004,How do you know he's even thinking of it?,neutral
Ses02M_script01_2_M005,"Well, so what?",neutral
Ses02M_script01_2_M007,You can't read her mind.,neutral
Ses02M_script01_2_M016,"What does that mean, me above all?",angry
Ses02M_script01_2_M017,Look at you -- look at you shaking.,angry
Ses02M_script01_3_F001,It's all right.  It's a good thing.,happy
Ses02M_script01_3_F002,"You know, it's lovely here, the air is sweet.",happy
Ses02M_script01_3_F003,"No, not sorry.  But, um. But I'm not gonna stay.",happy
Ses02M_script01_3_F007,"I knew they would, your mother anyway.",happy
Ses02M_script01_3_F008,"Well, from her point of view, why else would I come?",neutral
Ses02M_script01_3_F009,I guess this is why I came.,happy
Ses02M_script01_3_F012,"Well, you started to write me",happy
Ses02M_script01_3_F013,Every day since.,happy
Ses02M_script01_3_F019,"Well, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad
Ses02M_script01_3_F021,It wouldn't work this way.,sad
Ses02M_script01_3_F025,Do you still feel that way?,sad
Ses02M_script01_3_F026,"'Cause you mustn't feel that way.  Because you have a right to everything you have, Chris.  Everything, you understand that?  Me too.",sad
Ses02M_script01_3_F027,"I mean, and your money, there's- there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",sad
Ses02M_script01_3_F028,What'll I do with a fortune?,happy
Ses02M_script01_3_M000,"I know, it went out of style, didn't it?",happy
Ses02M_script01_3_M020,Let's drive someplace.  I want to be alone with you.,sad
Ses02M_script01_3_M021,No.  Nothing like that.,sad
Ses02M_script01_3_M022,"Yeah, I suppose I have been.  But it's going from me.",sad
Ses02M_script01_3_M025,"Well, I lost them.",sad
Ses02M_script01_3_M026,Just about all.,sad
Ses02M_script01_3_M027,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad
Ses02M_script01_3_M028,"For instance, this one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but those are the kind of guys I had.",sad
Ses02M_script01_3_M029,"They didn't die, they killed themselves for each other.  I mean that exactly.  I mean, a little more selfish and they'd have been here today.",sad
Ses02M_script01_3_M030,"I got this idea watching 'em go down.  Everything was being destroyed, see, but it seemed that one new thing was made.  A sort of responsibility.  Man for man. You know what I mean?",sad
Ses02M_script01_3_M031,"To show that, to bring that onto the Earth again, like some kind of monument and everyone can feel it standing behind him and it would make a difference to him.",sad
