id,speaker,start_time,end_time,text,emotion
Ses02F_script01_1_F015,F,118.21,126.02,"Trouble is the God damn newspapers.  Every month or so a boy turns up out of nowhere so, you know, the next one is gonna be Larry.",xxx
Ses02F_script01_1_M015,M,124.86,131.81,All right.  All right.  Listen to me.  You know why I brought Annie here don't you?,fru
Ses02F_script01_1_F016,F,131.63,133.08,Why?,xxx
Ses02F_script01_1_M016,M,133.06,134.41,You know.,xxx
Ses02F_script01_1_F017,F,134.54,138.67,"I've got an idea, but what's the story?",sad
Ses02F_script01_1_M017,M,139.31,141.78,I'm gonna ask her to marry me.,neu
Ses02F_script01_1_F018,F,142.52,144.9616,"Well, that's only your business, Chris.",neu
Ses02F_script01_1_M018,M,144.93,147.74,You know it's not only my business.,fru
Ses02F_script01_1_F019,F,147.2,150.78,What do you want me to do?  You're old enough to know your own mind.,ang
Ses02F_script01_1_M019,M,150.84,152.16,So it's all right then?,fru
Ses02F_script01_1_M020,M,152.17,153.81,I'll go ahead with it?,fru
Ses02F_script01_1_F020,F,153.44,157.3,"Well, you want to make sure that your father isn't going to--",xxx
Ses02F_script01_1_M021,M,155.79,158.58,"Well, then it isn't just my business--",ang
Ses02F_script01_1_F021,F,157.81,159.75,I'm just saying that--,neu
Ses02F_script01_1_M022,M,158.83,170.45,"Ah, sometimes you infuriate me.  You know that?  I mean, isn't it your business too if I tell Dad and flips--freaks out about it?  I mean, you have such a talent for ignoring things.",xxx
Ses02F_script01_1_F022,F,169.52,173.02,I ignore what I gotta ignore.  The girl is Larry's girl.,xxx
Ses02F_script01_1_M023,M,172.74,174.76,She's not Larry's girl.,ang
Ses02F_script01_1_F023,F,173.9,179.63,"From your father's point of view, he isn't dead.  And you've no right to take his girl.",fru
Ses02F_script01_1_F024,F,179.66,187.68,"And you can go on from there if you know where to go, but I don't know where to go.  See, I don't know.  Now what can I do for you?",fru
Ses02F_script01_1_M024,M,187.68,200.6209,"I don't know why, but, every time I reach out for something that I want, I have to pull back 'cause someone else will suffer.  My whole bloody life.  Time after time after time.",fru
Ses02F_script01_1_F025,F,199.53,202.24,You're a considerate fellow.  There's nothing wrong with that.,neu
Ses02F_script01_1_M025,M,201.98,203.36,To hell with that.,ang
Ses02F_script01_1_F026,F,203.2237,206.3,[BREATHING] Have you asked Annie yet?,neu
Ses02F_script01_1_M026,M,206.12,208.47,I wanted to get this settled first.,xxx
Ses02F_script01_1_F027,F,208.33,212.7334,"Well, how do you know she'll marry you?  Maybe she feels the same way your father does.",neu
Ses02F_script01_1_M027,M,212.7,225.6616,"Well, if she does, then that's the end of it.  But from her letters, I think she's forgotten him.  I'll find out.  And then we'll thrash it out with Dad, right?  Mom, don't avoid me.",sad
Ses02F_script01_1_F028,F,225.01,227.92,"Trouble is, you don't see enough women.",sad
Ses02F_script01_1_F029,F,227.95,229.497,You never did.,fru
Ses02F_script01_1_M028,M,229.29,231.46,"So what, I'm not fast with women.",xxx
Ses02F_script01_1_F030,F,231.1923,234.0509,I just don't see why it has to be Annie.,fru
Ses02F_script01_1_M029,M,234.39,235.97,Because it is.,neu
Ses02F_script01_1_F031,F,236.3101,244.83,"Well, that's a good answer, but it doesn't answer anything.  I mean, you've been away for--at war.  It's been five years.",fru
Ses02F_script01_1_M030,M,244.35,249.49,"I can't help it.  I know her best.  I mean, I grew up next door to her.",xxx
Ses02F_script01_1_M031,M,249.54,253.71,"These years when I think of a wife, I think of Annie.  What do you want, a diagram?",fru
Ses02F_script01_1_F032,F,252.91,261.31,"I don't want a diagram.  Umm-- He thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.",fru
Ses02F_script01_1_F033,F,261.33,264.88,"I mean, what's gonna happen to your father?  Do you know?  I don't.",fru
Ses02F_script01_1_M032,M,263.87,265.82,"All right.  All right, then, Mom.",fru
Ses02F_script01_1_F034,F,265.58,268.27,I just--give it some more thought.,fru
Ses02F_script01_1_M033,M,268.0638,277.8066,I've given it three years of thought.  I thought that if I waited Dad would forget about Larry and we could have a regular wedding and everything happy.,fru
Ses02F_script01_1_M034,M,277.84,281.74,"But if I can't--if that can't happen here, then I'll have to get out.",xxx
Ses02F_script01_1_F035,F,281.74,283.66,What the hell is this?,sur
Ses02F_script01_1_M035,M,283.7607,289.8709,I'll get out.  I'll get married and go live some place else.  Maybe New York.,xxx
Ses02F_script01_1_F036,F,289.08,290.77,Are you crazy?,ang
Ses02F_script01_1_M036,M,290.27,293.54,I've been a good son too long.  A good sucker.  I'm through with it.,ang
Ses02F_script01_1_F037,F,293.36,295.88,What about the business?  What the hell is this?,ang
Ses02F_script01_1_M037,M,295.54,298.99,The business?  The business doesn't inspire me.,ang
Ses02F_script01_1_F038,F,298.41,300.58,Must you be inspired?,ang
Ses02F_script01_1_M038,M,299.37,306.84,"Yes.  I like it an hour a day.  If I'm gonna grub for my money all day long, at least in the evening I want it beautiful.",ang
Ses02F_script01_1_M039,M,306.89,316.39,"I want a family.  I want kids.  I want something that I can give myself to.  Annie's in the middle of that.  Now, where do I find it?",xxx
Ses02F_script01_1_F039,F,316.25,319.83,"Tell me, you'd leave the business?",xxx
Ses02F_script01_1_M040,M,319.97,322.48,"Yes, on this I would.",neu
Ses02F_script01_1_F040,F,322.49,325.8319,"Well, you don't want to think like that.",ang
Ses02F_script01_1_M041,M,325.58,328.52,Then help me stay here.,xxx
Ses02F_script01_1_F041,F,326.7,336.4,"All right, but just don't go thinkin' like that 'cause otherwise what did we work for?  I mean, the whole thing is for you, Chris.  The whole shootin' match is for you.",xxx
Ses02F_script01_1_M042,M,335.16,338.97,"I know.  I know, Mom.  Just help me stay here.",fru
Ses02F_script01_1_F042,F,339.26,343.76,"All right.  Just-- just don't go thinkin' that way, you hear me?",fru
Ses02F_script01_1_M043,M,343.35,345.67,I am thinkin' that way.,neu
Ses02F_script01_1_F043,F,346.56,349.87,"I don't understand you, do I?",fru
Ses02F_script01_1_M044,M,350.05,353.43,"No, you don't.  I'm a pretty tough guy.",neu
Ses02F_script01_1_F044,F,353.52,356.2,I can see that.,sad
Ses02F_script01_2_F000,F,5.84,8.12,Why did he invite her here?,xxx
Ses02F_script01_2_M000,M,8.08,9.72,Why does that bother you?,xxx
Ses02F_script01_2_F001,F,9.3,13.51,She's been in New York for three and half years.  Why all of a sudden?,xxx
Ses02F_script01_2_M001,M,12.53,15.66,"Well, maybe he just wanted to see her again.",neu
Ses02F_script01_2_F002,F,14.96,18.76,Nobody comes seven hundred miles just to see.,xxx
Ses02F_script01_2_M002,M,18.62,24.2,What do you mean?  He lived next door to the girl all his life.  Why wouldn't he want to see her again?,neu
Ses02F_script01_2_M003,M,24.51,28.2,Don't look at me like that.  He didn't tell me anymore than he told you.,xxx
Ses02F_script01_2_F003,F,27.77,28.9,She's not-,xxx
Ses02F_script01_2_M004,M,30.23,32.51,How do you know he's even thinking of it?,neu
Ses02F_script01_2_F004,F,28.92,30.75,-he's not gonna marry her.,oth
Ses02F_script01_2_F005,F,32.31,34.46,It's got that all about it.,ang
Ses02F_script01_2_M005,M,35.89,37.61,"Well, so what?",neu
Ses02F_script01_2_F006,F,37.6,39.72,"What's going on here, Joe?",xxx
Ses02F_script01_2_M006,M,39.01,40.9,"Now, listen Kate.",neu
Ses02F_script01_2_F007,F,39.75,42.84,"She's not his girl, Joe.  She knows she's not.",xxx
Ses02F_script01_2_M007,M,42.92,44.86,You can't read her mind.,neu
Ses02F_script01_2_F008,F,44.52,53.51,"Well then why is she still single?  I mean, New York is full of men.  Why isn't she married?  Probably a hundred people told her she's crazy, but she's waited.",fru
Ses02F_script01_2_M008,M,53.21,55.56,How do you know why she's waited?,neu
Ses02F_script01_2_F009,F,54.71,63.76,"She knows what I know, that's why.  She's faithful as a rock.  In my worst moments I think of her waiting and I know again that I'm right.",fru
Ses02F_script01_2_M009,M,63.92,66.82,"Look, it's a nice day.  What are we arguing for?",fru
Ses02F_script01_2_F010,F,66.24,74.57,"Nobody in this house dares take her faith away, Joe?  Strangers might, but not his father, not his brother.",xxx
Ses02F_script01_2_M010,M,74.43,76.68,"Well, what do you want me to do about it?",fru
Ses02F_script01_2_F011,F,75.5,84.12,I want you to act like he's coming back.  Both of you.  Don't you think I haven't noticed since she got here.  I won't stand for any nonsense.,fru
Ses02F_script01_2_M011,M,83.8,85.07,But Kate--,fru
Ses02F_script01_2_F012,F,84.76,90.0,"Because if he's not coming back, I'll kill myself.  I mean, laugh--laugh at me, but...",ang
Ses02F_script01_2_F013,F,90.03,97.25,But why did that happen the very night she came here?  She sleeps in his room and his memorial breaks to pieces.  Just look.  Look at it.,ang
Ses02F_script01_2_M012,M,95.76,97.43,Calm yourself.,fru
Ses02F_script01_2_F014,F,97.27,100.95,"Believe with me, Joe.  I can't stand all alone.",fru
Ses02F_script01_2_M013,M,100.21,102.12,Calm yourself.,fru
Ses02F_script01_2_F015,F,100.96,106.12,"Last week, a man turned up in Detroit missing longer than Larry.  I mean, you read it yourself.",fru
Ses02F_script01_2_M014,M,104.9,107.82,All right.  All right.  Calm yourself.,fru
Ses02F_script01_2_F016,F,106.27,109.48,"You, above all, have to believe.",fru
Ses02F_script01_2_M015,M,108.69,111.75,What?- Why- Why me above all?,xxx
Ses02F_script01_2_F017,F,111.19,114.2492,Just--just don't stop believing.,fru
Ses02F_script01_2_M016,M,114.0,116.5,What does that mean?  Me above all?,ang
Ses02F_script01_2_M017,M,116.61,118.93,Look at you.  Look at you shaking.,ang
Ses02F_script01_2_F018,F,117.97,119.87,I can't help it.,fru
Ses02F_script01_2_M018,M,119.43,123.89,What have I got to hide?  What the hell is the matter with you Kate?,ang
Ses02F_script01_3_F000,F,6.63,9.54,You're the only one I know who loves his parents.,xxx
Ses02F_script01_3_M000,M,9.44,12.17,"I know, it went out of style, didn't it?",xxx
Ses02F_script01_3_F001,F,12.12,14.1,It's all right.  It's a good thing.,xxx
Ses02F_script01_3_F002,F,14.91,18.46,"You know, it's lovely here, the air is sweet.",xxx
Ses02F_script01_3_M001,M,19.38,21.03,You're not sorry you came?,neu
Ses02F_script01_3_F003,F,21.09,26.81,"No, not sorry.  Um, but, I'm- I'm not gonna stay.",xxx
Ses02F_script01_3_M002,M,27.39,28.52,Why?,xxx
Ses02F_script01_3_F004,F,28.64,32.7638,"Well, for one thing, your mother as much as told me to go.",xxx
Ses02F_script01_3_M003,M,32.55,33.47,Oh.,xxx
Ses02F_script01_3_F005,F,33.42,40.86,"You saw that.  I mean and then, well, you've been kind of, um--",xxx
Ses02F_script01_3_M004,M,40.95,41.89,What?,xxx
Ses02F_script01_3_F006,F,41.95,46.29,"Well, kind of embarrassed ever since I got here.",xxx
Ses02F_script01_3_M005,M,47.97,57.11,"The trouble is, I planned on sort of sneaking up on you over a period of a week or so.  But, they take it for granted that we're all set.",xxx
Ses02F_script01_3_F007,F,56.4918,58.79,"I knew they would, your mother anyway.",xxx
Ses02F_script01_3_F008,F,60.83,61.5,"Well,",xxx
Ses02F_script01_3_F009,F,61.54,64.12,"from her point of view, why else would I come?",sad
Ses02F_script01_3_M006,M,64.1368,71.7,"Oh.  Would you want to?  I guess you know, this is why I asked you to come.",xxx
Ses02F_script01_3_F010,F,73.59,78.04,I--I guess this is why I came.,xxx
Ses02F_script01_3_M007,M,80.35,87.67,"Anne, I love you.  I love you a great deal.  I love you.",xxx
Ses02F_script01_3_M008,M,87.94,90.85,I have no imagination.  That's all I know to tell you.,xxx
Ses02F_script01_3_M009,M,91.32,99.9,I'm embarrassing you and I didn't want to tell it to you here.  I wanted some place we'd never been before.  A place where we'd be brand new to each other.,xxx
Ses02F_script01_3_M010,M,100.4,109.93,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",exc
Ses02F_script01_3_F011,F,109.14,112.32,"Oh, Chris, I've been ready for a long, long time.",xxx
Ses02F_script01_3_M011,M,111.96,114.49,And he's gone forever.  You're sure?,xxx
Ses02F_script01_3_F012,F,115.79,118.542,I almost got married two years ago.,hap
Ses02F_script01_3_M012,M,119.1197,120.31,Why didn't you?,xxx
Ses02F_script01_3_F013,F,121.03,123.45,You started to write me and--,hap
Ses02F_script01_3_M013,M,123.26,124.9846,You felt something that far back?,xxx
Ses02F_script01_3_F014,F,124.82,126.7,Every day since.,hap
Ses02F_script01_3_M014,M,127.0,129.05,"Anne, why didn't you let me know?",xxx
Ses02F_script01_3_F015,F,129.02,138.1,"Well, I was waiting for you.  I mean, till then you never wrote and when you did, I mean, what did you say?  You can sure be ambiguous sometimes.",xxx
Ses02F_script01_3_M015,M,138.31,140.69,"Give me a kiss, Anne.  Give me a-",xxx
Ses02F_script01_3_M016,M,140.94,146.88,"oh God, I kissed you.  I kissed Annie.  How long--how long I've been waiting to kiss you.",xxx
Ses02F_script01_3_F016,F,146.24,154.84,I will never forgive you.  Why did you wait all these years?  All I did was sit and wonder if I was crazy for thinking of you.,hap
Ses02F_script01_3_M017,M,154.11,157.83,"Oh, Annie, we're gonna live now.  I'm gonna make you so happy.",xxx
Ses02F_script01_3_F017,F,157.59,159.21,Not like that you're not.,xxx
Ses02F_script01_3_M018,M,159.11,160.4,I kissed you.,xxx
Ses02F_script01_3_F018,F,160.15,166.74,"Like Larry's brother.  Do it like you, Chris.  What is it?",xxx
Ses02F_script01_3_M019,M,167.69,170.49,Let's drive someplace.  I want to be alone with you.,xxx
Ses02F_script01_3_F019,F,169.81,173.32,"No.  What is it, your mother?",xxx
Ses02F_script01_3_M020,M,173.5779,176.7,No.  Nothing like that.,sad
Ses02F_script01_3_F020,F,176.8257,185.92,"Then, what's wrong?  I mean, even in your letters there was some--something ashamed.",sad
Ses02F_script01_3_M021,M,186.58,191.15,"Yeah, I suppose I have been.  But it's going from me.",sad
Ses02F_script01_3_F021,F,191.13,193.3241,You've gotta tell me.,sad
Ses02F_script01_3_M022,M,193.87,196.2,I don't know how to start.,sad
Ses02F_script01_3_F022,F,196.69,198.64,It wouldn't work this way.,sad
Ses02F_script01_3_M023,M,200.09,207.24,"It's all mixed up with so many other things.  You remember overseas, I was in command of a company?",sad
Ses02F_script01_3_F023,F,206.99,208.41,"Yeah, sure.",sad
Ses02F_script01_3_M024,M,209.23,211.38,"Well, I lost them.",sad
Ses02F_script01_3_F024,F,211.6,213.3,How many?,sad
Ses02F_script01_3_M025,M,214.07,215.64,Just about all.,sad
Ses02F_script01_3_F025,F,215.8937,217.6679,"Oh, gee.",sad
Ses02F_script01_3_M026,M,218.09,223.28,It takes some time for a guy to toss that off.  'Cause they weren't just men.,sad
Ses02F_script01_3_M027,M,224.16,238.3,"For instance, one time, it had been raining several days and this kid came to me and gave me his last pair of dry socks.  I put them in pocket.  It's only a little thing, but that's the kind of guys I had.",sad
Ses02F_script01_3_M028,M,238.37,247.36,"They didn't die, they killed themselves for each other.  I mean that exactly.  A little more selfish and they'd have been here today.",sad
Ses02F_script01_3_M029,M,247.94,261.65,"I got this idea watching them go down.  Everything was being destroyed, see, but it seemed that there was one new thing being made.  A sort of responsibility.  Man for man.",sad
Ses02F_script01_3_M030,M,261.69,273.34,"You know what I mean?  To show that, to bring that onto the Earth again, like some kind of monument and everyone would feel it standing behind him and it would make a difference to him.",sad
Ses02F_script01_3_M031,M,274.75,290.06,Then I came back and it was incredible.  There was no meaning in it here.  The whole thing to them seemed like sort of a bus accident.  I went to work with Dad and that rat race again.,sad
Ses02F_script01_3_M032,M,290.35,307.67,"And I felt what you said, ashamed somehow 'cause nobody was changed at all.  It seemed to make suckers out of a lot of guys.  I felt wrong to be alive to open the new bank book, drive the new car, see the new refrigerator.",sad
Ses02F_script01_3_M033,M,308.71,320.45,"I mean, you can take those things out of a war, but when you drive that car, you've gotta know that it came out of the love a man can have for a man.  You've gotta be a little better because of it.",sad
Ses02F_script01_3_M034,M,320.83,330.73,Because otherwise all you have is really loot and there's blood on it.  And I didn't want to take any of it.  And I guess that included you.,sad
Ses02F_script01_3_F026,F,331.43,333.69,You still feel that way?,sad
Ses02F_script01_3_M035,M,334.61,336.6,I want you now Annie.,xxx
Ses02F_script01_3_F027,F,336.91,344.54,"'Cause you mustn't feel that way.  Because you have a right to everything that you have.  Do you understand that?  Everything, Chris, and me too.",xxx
Ses02F_script01_3_F028,F,344.6,353.22,"I mean, and your money, there's nothing wrong with your money.  I mean, your father put hundreds of planes in the air.  A man should be paid for that.",xxx
Ses02F_script01_3_M036,M,353.64,357.87,"I know Annie.  Annie, I'm gonna make a fortune for you.",xxx
Ses02F_script01_3_F029,F,357.69,360.06,What'll I do with a fortune?,hap
Ses02F_script02_1_M000,M,5.29,8.89,What time is it?  They're supposed to run around midnight.,exc
Ses02F_script02_1_M001,M,8.9,13.03,"This is great, isn't it?  Look at the night we've got here, couldn't be better.",exc
Ses02F_script02_1_M002,M,13.07,19.18,"I would have liked to have gone a little further up the coast to get away from the lights and the people, but I was afraid we'd miss it.",exc
Ses02F_script02_1_M003,M,19.22,20.31,How you doing?,exc
Ses02F_script02_1_F000,F,20.17,21.51,Fine.,xxx
Ses02F_script02_1_M004,M,21.4,26.65,Is that--no--is that just foam?  I can't even tell.,exc
Ses02F_script02_1_M005,M,26.69,31.43,"Well, I guess we can tell, it probably isn't right?  Probably be unmistakable don't you think?",exc
Ses02F_script02_1_M006,M,31.47,39.69,"How you doing?  Aw, you know what I forgot?  I forgot to bring my flashlight.  Oh, how could I be so stupid?  I should've brought my flashlight.",exc
Ses02F_script02_1_F001,F,39.39,40.57,What flashlight?,neu
Ses02F_script02_1_M007,M,41.24,44.05,"You know, the flashlight, the silver one.  There's only one isn't there?",xxx
Ses02F_script02_1_F002,F,43.99,45.74,That's not your flashlight.,xxx
Ses02F_script02_1_M008,M,46.0,47.2,Who's is it?,xxx
Ses02F_script02_1_F003,F,46.94,49.21,It's ours.  It's mine too.,xxx
Ses02F_script02_1_M009,M,49.01,50.5,"Oh, well sure.",neu
Ses02F_script02_1_F004,F,49.84,55.59,"You kept saying my flashlight, if as if somehow it's just yours.  I mean is that supposed to make me feel?",xxx
Ses02F_script02_1_M010,M,55.37,62.4,"Right, of course.  Our flashlight.  Mine and yours.  I mean, me flashlight is su flashlight naturally.",neu
Ses02F_script02_1_M011,M,62.5,67.48,How could we forget to bring it?  I hope the moon stays out.,xxx
Ses02F_script02_1_M012,M,68.15,72.9,"I wonder, do they always run during a full moon?  I can't remember if it was full last year.  Do you remember?",neu
Ses02F_script02_1_F005,F,72.69,73.97,Yeah.,neu
Ses02F_script02_1_M013,M,74.16,79.71,"You cold?  Do you want my jacket?  Oh, we should've brought the blanket.  Our blanket.",neu
Ses02F_script02_1_M014,M,80.27,85.85,"This is great, isn't it?  A six pack would be just the ticket right now.",exc
Ses02F_script02_1_M015,M,85.9,91.25,I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.,exc
Ses02F_script02_1_M016,M,93.45,98.21,You think they can hear us talk?  Or feel the vibrations in the sand when we move around?,exc
Ses02F_script02_1_F006,F,98.29,99.77,I'm cold.,xxx
Ses02F_script02_1_M017,M,100.6,102.03,Do you want my jacket?,neu
Ses02F_script02_1_F007,F,102.21,104.84,"It's after eleven, let's just go home.",fru
Ses02F_script02_1_M018,M,105.16,111.82,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home.,xxx
Ses02F_script02_1_F008,F,111.12,113.55,There is no point in coming down here.,xxx
Ses02F_script02_1_M019,M,113.3,114.19,Right.,neu
Ses02F_script02_1_F009,F,113.91,115.4,That's my point.,xxx
Ses02F_script02_1_M020,M,115.1,116.6,That's my point too.,neu
Ses02F_script02_1_F010,F,116.38,117.69,"So, let's go.",xxx
Ses02F_script02_1_M021,M,117.83,124.59,No. No. That's not my point.  The point is there's no point in coming down if we just leave.  Don't you want to see it?,neu
Ses02F_script02_1_F011,F,124.44,126.12,Not particularly.,xxx
Ses02F_script02_1_M022,M,126.42,127.82,Why not?,xxx
Ses02F_script02_1_F012,F,127.73,130.4,I just don't.  It's stupid.,xxx
Ses02F_script02_1_M023,M,130.92,136.86,"Honey, this is a natural phenomenon.  I mean this only happens once a year, you know.",xxx
Ses02F_script02_1_M024,M,136.89,143.85,"Think about the people in Kansas, they had to get plane tickets and hotel reservations to see this.  We live forty minutes away.  It's too good to pass up.",exc
Ses02F_script02_1_F013,F,143.19,150.19,"Pass up what?  These little fish swim onto the beach, they flop around, and swim away.  And then they die.",fru
Ses02F_script02_1_M025,M,149.67,159.0,"Yeah, but that moment on the beach, is the highlight of their little lives.  All that flopping is laying eggs or what do you--spawning or mating.  I mean,",exc
Ses02F_script02_1_M026,M,159.05,162.01,this is a big night for these guys.  Life's last orgy.,exc
Ses02F_script02_1_F014,F,161.39,168.6,"What are you so excited about?  I mean, it's not a moon landing we're talking about here.  It's fish.  It's a fish nobody even eats.",fru
Ses02F_script02_1_M027,M,168.72,170.35,Yeah they do.,fru
Ses02F_script02_1_F015,F,169.86,171.27,"Ah, Augie.",fru
Ses02F_script02_1_M028,M,171.23,179.63,Alright.  But it's fish that do something that none of the other fish do.  Like the swallows returning to Capistrano or the lemmings throwing themselves off the cliffs.,exc
Ses02F_script02_1_M029,M,179.67,186.61,There's--there's a bit of the magic--some unexplainable here.  I don't see how you can not be interested.,xxx
Ses02F_script02_1_F016,F,185.8,187.54,I'm just not.,fru
Ses02F_script02_1_M030,M,187.58,188.7,For real?,xxx
Ses02F_script02_1_F017,F,188.43,189.7,Yeah.,xxx
Ses02F_script02_1_M031,M,190.28,194.78,"I don't get it.  The first time we came here, you said it was the best night of your life.",neu
Ses02F_script02_1_M032,M,194.84,202.53,"And last year, I remember specifically you were so excited to go that you stubbed your toe rushing me out of the house and didn't even notice until we got in the car.",xxx
Ses02F_script02_1_F018,F,201.77,211.47,"Last year, you will also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got in a big fight over nothing, and we didn't see the grunions.",fru
Ses02F_script02_1_M033,M,211.43,213.08,We weren't in a good spot.,neu
Ses02F_script02_1_F019,F,212.71,214.93,We didn't see them the first time either.,neu
Ses02F_script02_1_M034,M,214.53,220.1,"We just weren't in a good spot.  This is a much better spot.  Believe me, I've got good instincts for these things.",xxx
Ses02F_script02_1_M035,M,220.63,225.08,There is that--no that's just seaweed isn't it?,exc
Ses02F_script02_1_M036,M,225.14,233.26,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",exc
Ses02F_script02_1_M037,M,233.38,239.73,"Somewhere out there, this huge mass of silver fish swimming this way.",xxx
Ses02F_script02_1_M038,M,240.04,247.15,"They don't know why, we don't know why.  Nobody sent them an invitation or a map, it wasn't a decision, just-",xxx
Ses02F_script02_1_M039,M,247.17,261.54,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters.",exc
Ses02F_script02_1_M040,M,261.74,271.7,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.,exc
Ses02F_script02_1_M041,M,271.71,280.18,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death.",exc
Ses02F_script02_1_M042,M,280.21,284.64,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up.",exc
Ses02F_script02_1_F020,F,284.04,285.6,That's the wind.,xxx
Ses02F_script02_1_M043,M,285.95,287.87,"Well, so what do you think?",neu
Ses02F_script02_1_F021,F,287.68,289.17,About what?,neu
Ses02F_script02_1_M044,M,288.8,290.29,What I was saying.,neu
Ses02F_script02_1_F022,F,290.44,291.84,It's ridiculous.,xxx
Ses02F_script02_2_M000,M,4.27,6.3631,"Well, so what do you think?",exc
Ses02F_script02_2_F000,F,6.33,7.72,About what?,neu
Ses02F_script02_2_M001,M,7.76,9.07,What I was saying.,neu
Ses02F_script02_2_F001,F,9.5015,11.26,It's ridiculous.,fru
Ses02F_script02_2_M002,M,11.44,15.53,It certainly is not.  It's slightly exaggerated scientific fact.,neu
Ses02F_script02_2_F002,F,14.81,21.45,It's PR.  Somebody sold you a bill of goods that this wonderful event is gonna take place on the beach.,xxx
Ses02F_script02_2_M003,M,21.24,23.66,"Well, I'm not the only one.  Look at all these people.",neu
Ses02F_script02_2_F003,F,22.96,34.98,"Sure, everybody's told the same story.  It keeps us all excited.  It keeps us coming back for more.  It keeps us thinking that life is gonna start any second now if we could just find the right spot and get in on the action.",xxx
Ses02F_script02_2_M004,M,34.69,36.9,Are we talking about the same thing?,xxx
Ses02F_script02_2_F004,F,36.01,38.97,"Well, I'm sorry, but it's still just fish to me.",xxx
Ses02F_script02_2_M005,M,38.73,45.56,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?",neu
Ses02F_script02_2_F005,F,45.21,52.65,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang
Ses02F_script02_2_M006,M,51.79,53.51,"Well, what's bugging you?",fru
Ses02F_script02_2_F006,F,53.2,57.7,We just have different ideas of what this evening is supposed to look like.,ang
Ses02F_script02_2_M007,M,57.55,67.72,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home.",neu
Ses02F_script02_2_F007,F,67.31,70.98,"For heaven sake, we're not going to see the grunions.",fru
Ses02F_script02_2_M008,M,70.67,72.09,Why not?,fru
Ses02F_script02_2_F008,F,71.75,75.23,"We never do, do we?  I mean, have we ever?",fru
Ses02F_script02_2_M009,M,75.04,77.45,We've missed them twice.  That's not ever.,neu
Ses02F_script02_2_F009,F,76.89,79.73,Twice is every time we've tried. That's ever.,fru
Ses02F_script02_2_M010,M,79.4,81.13,"Well, we'll see them this year.",neu
Ses02F_script02_2_F010,F,80.77,86.15,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.",fru
Ses02F_script02_2_F011,F,86.16,99.71,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",ang
Ses02F_script02_2_M011,M,99.67,101.5,I thought you wanted to see it.,fru
Ses02F_script02_2_F012,F,101.28,103.81,You don't understand anything I'm saying.,fru
Ses02F_script02_2_M012,M,103.58,105.17,"No, of course not.",fru
Ses02F_script02_2_F013,F,104.93,111.9,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.,fru
Ses02F_script02_2_M013,M,111.46,114.75,It's just fish.  Nothing to get traumatized about.,neu
Ses02F_script02_2_F014,F,113.25,116.23,"For heaven sake, this isn't about fish.",xxx
Ses02F_script02_2_M014,M,115.92,124.08,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst.",fru
Ses02F_script02_2_M015,M,124.1,134.09,"I mean, you were-  you were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see.  I took a shower.  You watched the news.",xxx
Ses02F_script02_2_M016,M,134.1,138.81,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky.""",neu
Ses02F_script02_2_M017,M,138.86,144.92,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--",neu
Ses02F_script02_2_F015,F,143.69,149.72,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married.",sad
Ses02F_script02_2_F016,F,149.74,159.76,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork.",sad
Ses02F_script02_2_F017,F,159.7833,169.32,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them.",sad
Ses02F_script02_2_F018,F,169.34,178.17,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be.",sad
Ses02F_script02_2_M018,M,177.56,179.38,Wait a minute.  I've got it.,neu
