id,speaker,start_time,end_time,text,emotion
Ses03F_script01_1_F038,F,316.9711,320.2008,"No, I don't want a diagram.",fru
Ses03F_script01_1_F039,F,320.255,331.3951,"He thinks he's coming back. You go-go on and marry her, I mean, you're pronouncing her dead. And what's going to happen to your father, huh? I don't know. Do you?",fru
Ses03F_script01_1_M038,M,330.0813,333.4478,"Okay. All right, then.",fru
Ses03F_script01_1_F040,F,333.7215,339.8798,"Just, listen. Give it more thought, is all.",fru
Ses03F_script01_1_M039,M,339.1134,342.7526,"No, I've given it three years of thought.",fru
Ses03F_script01_1_M040,M,342.78,351.2383,And I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,xxx
Ses03F_script01_1_M041,M,351.3204,355.1795,But if I can't have that here then I'll get out.,neu
Ses03F_script01_1_F041,F,354.6595,357.4786,What the hell is this?,xxx
Ses03F_script01_1_M042,M,356.9038,362.98,I'll get out. I'll marry her somewhere else. Maybe New York.,neu
Ses03F_script01_1_F042,F,361.3378,364.7316,You're crazy.,xxx
Ses03F_script01_1_M043,M,364.5674,369.0014,I've been a sucker too long. I'm through with it.,xxx
Ses03F_script01_1_F043,F,368.2897,374.2837,You're what-you're going to leave the business? But you can't do that. What the hell is this?,fru
Ses03F_script01_1_M044,M,372.8605,376.8292,The business. The business doesn't inspire me.,fru
Ses03F_script01_1_F044,F,375.8438,378.4987,"Oh, you have to be inspired.",fru
Ses03F_script01_1_M045,M,377.8966,393.3475,Yes. I like it an hour out of the day. If I have to grub for money all day long at least that evening I want it beautiful. I want a wife. I want a family. I want some kids. I want to build something I can give myself to.,ang
Ses03F_script01_1_M046,M,393.4153,396.3876,"Now, Annie's in the middle of all that.",ang
Ses03F_script01_1_M047,M,396.415,399.4641,"Now, where do I find it?",neu
Ses03F_script01_1_F045,F,399.1904,401.7358,Tell me something.,neu
Ses03F_script01_1_F046,F,401.855,404.0125,You'd leave that business.,neu
Ses03F_script01_1_M048,M,403.4327,407.4835,Yes. On this I would.,neu
Ses03F_script01_1_F047,F,406.5803,410.6858,You can't do that.,fru
Ses03F_script01_1_M049,M,410.2205,413.9975,Then help me stay here.,neu
Ses03F_script01_1_F048,F,412.9848,418.8146,"All right, but you can't do that. You can't talk like that.",fru
Ses03F_script01_1_M050,M,418.8694,422.099,Okay. Just-,neu
Ses03F_script01_1_F049,F,420.4294,426.7245,"We've worked all our lives for you. Only for you, Chris. The whole shootin' match is for you.",fru
Ses03F_script01_1_M051,M,425.2466,429.5163,"Yeah, I know, I know, just help me stay here, all right?",fru
Ses03F_script01_1_F050,F,429.2152,431.8974,I'm going to.,neu
Ses03F_script01_1_F051,F,432.1164,435.8935,You just can't talk like that.,xxx
Ses03F_script01_1_M052,M,434.9629,438.9589,I am thinking like that.,neu
Ses03F_script01_1_F052,F,439.9716,444.4055,"I don't know you, do I?",neu
Ses03F_script01_1_M053,M,443.4749,449.0858,"No, you don't. I'm a pretty tough guy.",neu
Ses03F_script01_1_F053,F,448.511,453.2734,Yeah. I can see that.,neu
Ses03F_script01_2_F000,F,6.9026,9.7483,Why did you invite her here?,ang
Ses03F_script01_2_M000,M,8.9019,11.7622,Why? Does that bother you?,xxx
Ses03F_script01_2_F001,F,11.185,15.8191,She's been in New York for three-and-a-half years. She don't just suddenly come and-,ang
Ses03F_script01_2_M001,M,15.3375,18.745,"Well, maybe, maybe he just wanted to see her.",neu
Ses03F_script01_2_F002,F,18.2825,21.4083,You don't travel seven hundred miles just to see.,ang
Ses03F_script01_2_M002,M,21.2186,31.1858,"What do you mean? They lived next door to each other their entire lives. Why shouldn't he want to see her? Hey, don't look at me like that. I don't know anymore than you do.",xxx
Ses03F_script01_2_F003,F,31.3317,34.0753,He's not going to marry her.,xxx
Ses03F_script01_2_M003,M,33.5925,36.308,How do you know he's even thinking about it?,neu
Ses03F_script01_2_F004,F,35.4616,37.3442,It's got that about it.,ang
Ses03F_script01_2_M004,M,36.755,39.4018,"Well, so what?",neu
Ses03F_script01_2_F005,F,40.6075,42.7145,"What's going on here, Joe?",xxx
Ses03F_script01_2_M005,M,42.0286,44.6116,"Listen, kid-",fru
Ses03F_script01_2_F006,F,43.4004,47.9389,She's not Larry's girl. She knows that.,ang
Ses03F_script01_2_M006,M,47.3697,50.2592,You can't read her mind.,neu
Ses03F_script01_2_F007,F,49.5295,55.3231,Then why is she married? Then why isn't she married? She's been in New York and there's hundreds of single men there.,xxx
Ses03F_script01_2_F008,F,55.4106,59.7302,"I'm sure hundreds of them asked her and told her that she's foolish, but no.",xxx
Ses03F_script01_2_F009,F,59.8324,62.1235,She's waited.,xxx
Ses03F_script01_2_M007,M,62.2403,65.1005,How do you know why she's waited?,neu
Ses03F_script01_2_F010,F,65.3924,68.8072,"Because she thinks like me, that's why.",xxx
Ses03F_script01_2_F011,F,69.9017,76.9065,"She's faithful as a rock, don't you know. In my worst moments I can think of her-",sad
Ses03F_script01_2_F012,F,77.8075,82.4175,"I think again, that I'm-I'm right.",xxx
Ses03F_script01_2_M008,M,83.3475,87.62,"Look, it's a nice day. What are we arguing for?",neu
Ses03F_script01_2_F013,F,87.1275,95.53,"Nobody in my house better ever dare-dare to challenge her faith. Maybe strangers, but not his father, not his brother.",ang
Ses03F_script01_2_M009,M,94.09,95.92,Calm yourself.,neu
Ses03F_script01_2_F014,F,95.58,100.56,Because he's not coming back. Then what do I got to live for? I'll kill myself.,xxx
Ses03F_script01_2_M010,M,100.225,101.87,Calm yourself.,fru
Ses03F_script01_2_F015,F,100.56,103.11,"Don't, don't laugh at me, don't laugh at me.",ang
Ses03F_script01_2_F016,F,103.21,110.48,"Look at it. Because why, when she came here and she slept in his room, the memorial broke into pieces. Look at it, look at it, Joe.",ang
Ses03F_script01_2_M011,M,109.52,112.07,All right. All right. Calm yourself.,ang
Ses03F_script01_2_F017,F,111.32,115.905,"You got to believe, believe with me because I can't stand all alone.",xxx
Ses03F_script01_2_M012,M,114.69,117.18,Okay. Just calm yourself.,fru
Ses03F_script01_2_F018,F,116.82,118.5,"No, you've got to believe.",sad
Ses03F_script01_2_F019,F,118.6,122.4532,"Believe, Joe. You above all people have got to believe.",xxx
Ses03F_script01_2_M013,M,121.68,124.54,"Why me, above all?",ang
Ses03F_script01_2_M014,M,126.19,127.82,Huh?,ang
Ses03F_script01_2_M015,M,127.93,130.8225,Why me above all?,ang
Ses03F_script01_2_F020,F,130.17,132.66,You got to keep believing.,sad
Ses03F_script01_2_M016,M,132.61,135.37,"Look at you, you're shaking.",ang
Ses03F_script01_2_F021,F,135.23,137.16,I can't help it.,sad
Ses03F_script01_2_M017,M,135.53,137.66,What have I got to hide?,ang
Ses03F_script01_2_M018,M,137.7,140.56,"Huh? What the hell's the matter with you, Kate?",ang
Ses03F_script01_3_F000,F,6.9486,10.4025,You're the only one I know that still loves his parents.,hap
Ses03F_script01_3_M000,M,9.6272,14.6199,"Yeah. I know. It went out of style, didn't it?",hap
Ses03F_script01_3_F001,F,14.0722,17.7377,"No, it's all right. There's nothing wrong in that, you know.",hap
Ses03F_script01_3_F002,F,19.7179,24.3946,It's really lovely here. The air is sweet.,hap
Ses03F_script01_3_M001,M,24.1418,27.386,You're not sorry you came?,neu
Ses03F_script01_3_F003,F,26.775,30.6091,No. I'm not sorry. It's-,sad
Ses03F_script01_3_F004,F,31.0304,33.8111,I can't stay.,xxx
Ses03F_script01_3_M002,M,32.9895,35.6649,Why not?,xxx
Ses03F_script01_3_F005,F,35.715,40.38,"Well, for one thing, your mother so much has told me to go. [LAUGHTER].",fru
Ses03F_script01_3_M003,M,39.7096,41.8584,Well-,neu
Ses03F_script01_3_F006,F,43.5226,45.8399,"Look,",xxx
Ses03F_script01_3_F007,F,45.9125,50.2216,"you've been acting kind of, well, you know.",xxx
Ses03F_script01_3_M004,M,49.6528,51.9069,What?,neu
Ses03F_script01_3_F008,F,51.7594,55.8252,"Well, you've been embarrassed ever since I came.",sad
Ses03F_script01_3_M005,M,56.2887,63.6197,"Yes, I guess I have been. But it's going from me now.",xxx
Ses03F_script01_3_M006,M,65.1575,79.6931,"Oh look, um, well, the thing is, I was planning on, planning on sort of sneaking up on you over a week or so, and they-they take it for granted we're all set.",hap
Ses03F_script01_3_F009,F,79.0611,81.1677,Yeah.,xxx
Ses03F_script01_3_M007,M,83.7589,87.0452,How did you know?,xxx
Ses03F_script01_3_F010,F,81.2309,84.4751,"Yeah, they would. Especially your mom.",xxx
Ses03F_script01_3_M008,M,90.7528,96.1668,"Well, uh- would you want to?",xxx
Ses03F_script01_3_M009,M,96.23,102.0864,"I, I guess that's why I asked you to come.",hap
Ses03F_script01_3_F011,F,86.0762,87.9089,"Well, I mean,",hap
Ses03F_script01_3_M010,M,104.8461,107.7111,"Oh, Annie.",hap
Ses03F_script01_3_F012,F,87.93,91.2584,"from her opinion, why else would I come here?",hap
Ses03F_script01_3_M011,M,107.7532,109.8387,"Annie, I love you.",hap
Ses03F_script01_3_M012,M,109.9441,113.0829,I love you a great deal.,hap
Ses03F_script01_3_M013,M,114.3047,121.404,I-I love you. I have no imagination. That's all I know how to tell it.,hap
Ses03F_script01_3_F013,F,101.8757,105.4359,"Well, I guess that's why I came.",hap
Ses03F_script01_3_M014,M,121.5304,133.6645,"I'm embarrassing you. I didn't want to tell you it here. I wanted to go somewhere that would be brand-new to each other. It feels wrong here, don't you? This yard and this chair.",hap
Ses03F_script01_3_M015,M,133.7066,138.1825,I don't want to win you from anybody. I want you to be ready for me.,hap
Ses03F_script01_3_F014,F,137.64,142.0699,"I've been ready for a long, long time.",hap
Ses03F_script01_3_M016,M,141.7118,146.9783,Then he's gone forever. You're sure?,xxx
Ses03F_script01_3_F015,F,144.85,146.6525,Look,xxx
Ses03F_script01_3_F016,F,146.73,150.0329,I was almost married two years ago.,xxx
Ses03F_script01_3_M017,M,149.0428,151.6128,Why didn't you?,sur
Ses03F_script01_3_F017,F,152.2025,154.7625,'Cause you started to write me.,xxx
Ses03F_script01_3_M018,M,153.9512,156.5844,You felt something that far back?,hap
Ses03F_script01_3_F018,F,155.3925,157.4675,Every day since.,hap
Ses03F_script01_3_M019,M,156.905,159.34,Why didn't you let me know?,hap
Ses03F_script01_3_F019,F,158.8125,165.3058,"Well, I don't know, you didn't write until then and then when you did, what'd you say?",xxx
Ses03F_script01_3_F020,F,165.4525,168.0655,You always can be so ambiguous.,xxx
Ses03F_script01_3_M020,M,166.8436,169.2873,"Give me a kiss, Annie.",hap
Ses03F_script01_3_M021,M,169.4425,171.1525,Give me-,hap
Ses03F_script01_3_M022,M,172.8475,186.2666,"[LAUGHTER]. God, I kissed Annie. I kissed Annie. How long, how long I've been waiting to kiss you.",xxx
Ses03F_script01_3_F021,F,186.2034,196.7365,I don't know if I ever can forgive you for that. Why'd you wait so long? I sat in my room wondering if I was crazy for thinking about you.,hap
Ses03F_script01_3_M023,M,196.6101,203.1616,We're going to live now. I'm going to make you so happy.,hap
Ses03F_script01_3_F022,F,203.5619,207.9226,"Not like that, you're not.",xxx
Ses03F_script01_3_M024,M,206.9114,209.3129,I kissed you.,hap
Ses03F_script01_3_F023,F,208.1754,214.7901,"Like Larry's brother. Do it like you, Chris.",hap
Ses03F_script01_3_F024,F,215.8645,219.6564,What is it?,xxx
Ses03F_script01_3_M025,M,219.7196,224.0125,Let's drive somewhere. I want to be alone with you.,sad
Ses03F_script01_3_F025,F,223.455,227.1981,No. What is it? Is it your mother?,sad
Ses03F_script01_3_M026,M,226.3344,230.0841,"No, no, no, no. Nothing like that.",neu
Ses03F_script01_3_F026,F,229.1361,235.0347,"Well then tell me what's wrong. I mean, even in your letters there's something ashamed.",sad
Ses03F_script01_3_M027,M,233.9814,242.6817,"Yeah. I guess there is. I guess I was, but uh- it's going from me now.",sad
Ses03F_script01_3_F027,F,242.9345,246.3472,You should tell me.,sad
Ses03F_script01_3_M028,M,245.2517,248.2431,I don't know where to start.,sad
Ses03F_script01_3_F028,F,247.6743,251.8454,"But, Chris, it wouldn't work like this.",sad
Ses03F_script01_3_M029,M,253.2779,259.2186,You know when I went overseas. I said I was in command of a company.,sad
Ses03F_script01_3_F029,F,258.1442,260.0823,"Yeah, sure.",sad
Ses03F_script01_3_M030,M,259.682,262.0525,"Well, I lost them.",sad
Ses03F_script01_3_F030,F,261.9782,264.5272,How many?,sad
Ses03F_script01_3_M031,M,263.5792,266.676,Just about all.,sad
Ses03F_script01_3_F031,F,266.044,269.3724,Geez.,sad
Ses03F_script01_3_M032,M,268.16,274.7232,It takes a little while to toss that off. Because they weren't just men.,sad
Ses03F_script01_3_M033,M,274.7654,285.4669,"For instance, one time, it had to have been raining several days. There was this one kid, he came up to me and he gave me his last pair of dry socks. Put them in my pocket.",sad
Ses03F_script01_3_M034,M,285.5301,300.3818,"I mean, that's-that's only a little thing, but that's the kind of guys I had. They didn't just die. They killed themselves for each other. And I mean that exactly. A little more selfish and they'd still be here today.",sad
Ses03F_script01_3_M035,M,300.6556,306.7648,"And I, and I thought something watching them go down.",sad
Ses03F_script01_3_M036,M,306.8325,320.1207,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",sad
Ses03F_script01_3_M037,M,320.205,331.3279,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,sad
Ses03F_script01_3_M038,M,331.3911,342.535,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,sad
Ses03F_script01_3_M039,M,342.5982,356.8225,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,sad
Ses03F_script01_3_M040,M,356.86,376.6975,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",sad
Ses03F_script01_3_M041,M,376.775,381.1071,"Otherwise, what you have here is loot; and there's blood on it.",sad
Ses03F_script01_3_M042,M,381.1703,384.0985,And I didn't want to take any of it.,sad
Ses03F_script01_3_M043,M,384.1825,387.8904,And I guess that included you.,sad
Ses03F_script01_3_F032,F,388.0379,391.4295,And you still feel that way?,sad
Ses03F_script01_3_M044,M,390.9661,393.9364,"I want you now, Annie.",xxx
Ses03F_script01_3_F033,F,393.3676,401.9525,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",sad
Ses03F_script01_3_F034,F,402.015,410.2837,"I mean, there's nothing wrong in that money, and your father put good planes up in the air and you should be proud of that. A man should be paid for that.",xxx
Ses03F_script01_3_M045,M,409.757,412.3271,"Annie,",hap
Ses03F_script01_3_M046,M,412.4925,415.803,"Annie, I'm going to make a fortune for you.",hap
Ses03F_script01_3_F035,F,414.7775,419.3842,What am I going to do with a fortune?,hap
Ses03F_script02_1_M000,M,2.77,11.24,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",exc
Ses03F_script02_1_M001,M,11.3,14.66,Look at the night we got; couldn't be better.,exc
Ses03F_script02_1_M002,M,14.6975,24.2225,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",exc
Ses03F_script02_1_F000,F,24.0358,25.2521,Fine.,sad
Ses03F_script02_1_M003,M,24.91,33.1075,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",exc
Ses03F_script02_1_M004,M,33.2025,40.2425,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",exc
Ses03F_script02_1_M005,M,40.2825,47.7946,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",exc
Ses03F_script02_1_F001,F,46.8027,48.5436,What flashlight?,xxx
Ses03F_script02_1_M006,M,48.04,53.4627,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",exc
Ses03F_script02_1_F002,F,52.3898,57.2685,That's not your flashlight; it's ours. It's mine too.,xxx
Ses03F_script02_1_M007,M,56.0944,59.5155,"Oh, well, sure.",xxx
Ses03F_script02_1_F003,F,60.2038,67.795,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",ang
Ses03F_script02_1_M008,M,66.68,76.1075,"No, of course. Yours and mine. Our flashlight. Yours and mine. Mi flashlight is su flashlight. Naturally.",xxx
Ses03F_script02_1_M009,M,76.16,80.3025,We should have brought our flashlight. I can't believe we forgot to bring it.,exc
Ses03F_script02_1_M010,M,80.395,84.0707,I hope the moon stays out.,exc
Ses03F_script02_1_M011,M,84.1517,90.8522,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",exc
Ses03F_script02_1_F004,F,90.083,92.7956,Yes.,xxx
Ses03F_script02_1_M012,M,91.743,95.21,Are you cold? Do you want my jacket?,xxx
Ses03F_script02_1_M013,M,95.3325,100.577,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",exc
Ses03F_script02_1_M014,M,100.7513,109.765,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",exc
Ses03F_script02_1_M015,M,109.83,119.8003,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,exc
Ses03F_script02_1_M016,M,119.885,125.7923,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,exc
Ses03F_script02_1_F005,F,125.2052,128.0596,I'm cold.,xxx
Ses03F_script02_1_M017,M,127.4725,130.2863,Do you want my jacket?,neu
Ses03F_script02_1_F006,F,129.3956,132.3714,"It's past eleven, let's go home.",xxx
Ses03F_script02_1_M018,M,131.7034,139.0517,What? Are you kidding me? We just got here. We'd miss it. What's the point of coming down there if we just turn around and go home?,sur
Ses03F_script02_1_F007,F,138.08,140.57,There is no point in coming down here.,xxx
Ses03F_script02_1_M019,M,139.8817,141.6834,Right.,neu
Ses03F_script02_1_F008,F,140.8129,143.0599,That's my point.,xxx
Ses03F_script02_1_M020,M,142.1085,144.4425,"Yeah, that's my point too.",neu
Ses03F_script02_1_F009,F,144.1,145.8332,"Well, so let's go.",xxx
Ses03F_script02_1_M021,M,145.2867,152.2425,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",exc
Ses03F_script02_1_M022,M,152.29,155.2425,"I mean, don't you want to see it?",neu
Ses03F_script02_1_F010,F,154.4974,157.2303,Not particularly.,sad
Ses03F_script02_1_M023,M,156.3396,158.5056,Why not?,neu
Ses03F_script02_1_F011,F,157.9,160.6514,I don't know. I just don't.,sad
Ses03F_script02_1_M024,M,160.3477,179.565,"Honey, this is a natural-this is a natural phenomenon. I mean, it only happens once a year. This is, this is a great opportunity. Think about the people in Kansas. They would have to get a plane ticket and hotel reservation to come and see this. We're only forty minutes away. This is too good to pass up.",xxx
Ses03F_script02_1_F012,F,179.0875,185.6825,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,ang
Ses03F_script02_1_M025,M,185.215,196.9325,Yeah. But that moment on the beach is the highlight of their little lives. And all that flopping around is laying eggs or what you-spawning or mating or something like that.,xxx
Ses03F_script02_1_M026,M,197.0075,201.495,"I mean, this is the big night for these guys. Life's last orgy.",xxx
Ses03F_script02_1_F013,F,200.965,207.7425,"I don't know why you're getting so excited. I mean, it's not like the landing of the moon or something. It's just fish. Fish that nobody eats.",fru
Ses03F_script02_1_M027,M,207.2725,209.325,"Yeah, they do.",xxx
Ses03F_script02_1_F014,F,208.86,211.087,"Oh, God, Augie.",fru
Ses03F_script02_1_M028,M,210.655,220.4625,"What, okay, then it's fish that do something no other fish do. Like the swallows in Capistrano or the lemmings who throw themselves off the cliffs.",xxx
Ses03F_script02_1_M029,M,220.511,230.2076,"There's magic here and mystery and a little bit of the unexplainable. I mean, I don't see how you cannot be interested.",xxx
Ses03F_script02_1_F015,F,230.345,235.0458,"I'm just not. I mean, I'm sorry, it just-they're still fish to me.",xxx
Ses03F_script02_1_M030,M,235.0053,237.2725,For real?,sur
Ses03F_script02_1_F016,F,236.5033,238.892,Yes.,xxx
Ses03F_script02_1_M031,M,238.892,245.8625,I don't get it. The last time-the first time that we came to see it you said it was the best night of your life.,xxx
Ses03F_script02_1_M032,M,245.895,253.366,And then last year when we came to see it you ran out of the house so fast that you stubbed your toe. And you didn't even notice until you got in the car.,xxx
Ses03F_script02_1_F017,F,252.4348,262.5768,"Yes, and if you also remember, I got sand in my panties. We got into an argument about nothing. You got a sore throat and we never saw the grunions.",fru
Ses03F_script02_1_M033,M,263.6497,266.4875,We weren't in a good spot.,xxx
Ses03F_script02_1_F018,F,265.89,271.4636,"No, for God's sakes, we've never seen the grunions. We're not going to see them.",fru
Ses03F_script02_1_M034,M,270.18,277.0913,"We just weren't in a good spot, all right? This is a much better spot. I have a good instinct for these things. Look, is that-",fru
Ses03F_script02_1_M035,M,277.3949,282.09,"no, that's just seaweed, isn't it? This is great, isn't it?",xxx
Ses03F_script02_1_M036,M,282.2533,290.5329,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",exc
Ses03F_script02_1_M037,M,290.58,303.2862,Somewhere out there there's this huge silver mass of fish heading this way. They don't know why. And we don't know why. Just some little instinctual time-release firecracker went off-went off in their bodies.,xxx
Ses03F_script02_1_M038,M,303.3267,314.3188,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",exc
Ses03F_script02_1_M039,M,314.3795,327.0721,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",exc
Ses03F_script02_1_M040,M,327.1329,335.12,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",exc
Ses03F_script02_1_M041,M,335.1725,344.9875,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",exc
Ses03F_script02_1_M042,M,345.0483,354.92,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",exc
Ses03F_script02_1_F019,F,354.5125,356.6477,"Yeah, that's the wind.",xxx
Ses03F_script02_1_M043,M,356.29,359.0375,So what do you think?,xxx
Ses03F_script02_1_F020,F,359.295,360.94,About what?,xxx
Ses03F_script02_1_M044,M,360.635,362.95,About what I just said.,neu
Ses03F_script02_1_F021,F,363.0244,364.9109,It's ridiculous.,xxx
Ses03F_script02_2_M000,M,5.65,9.49,So what do you think?,xxx
Ses03F_script02_2_F000,F,8.5564,11.2227,About what?,neu
Ses03F_script02_2_M001,M,10.3501,13.5496,About what I was just saying.,neu
Ses03F_script02_2_F001,F,12.8467,15.925,It's ridiculous.,xxx
Ses03F_script02_2_M002,M,14.9555,22.0332,It certainly is not. It is slightly exaggerated scientific fact.,fru
Ses03F_script02_2_F002,F,21.5,29.1595,"It's so P.R. I mean, somebody's giving you a good bill about this wonderful event that's going to happen on the beach.",xxx
Ses03F_script02_2_M003,M,28.3112,31.6319,"Well, I'm not the only one. Look at all these people.",fru
Ses03F_script02_2_F003,F,30.3957,39.7762,Exactly. Everyone else is told the same thing. It keeps them feeling excited. Keeps them coming back. Keeps them thinking life's going to start at any minute now.,xxx
Ses03F_script02_2_M004,M,38.7097,41.9475,Are we talking about the same thing?,fru
Ses03F_script02_2_F004,F,41.3517,44.527,I don't care. It's still fish to me.,xxx
Ses03F_script02_2_M005,M,43.6787,51.4836,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",neu
Ses03F_script02_2_F005,F,50.8534,57.2675,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",ang
Ses03F_script02_2_M006,M,56.775,59.7491,"Okay, then what's bugging you?",fru
Ses03F_script02_2_F006,F,58.6826,66.7057,"Look, it's-we just-we're looking at this evening in a different way, both of us. We both have different ideas of it.",fru
Ses03F_script02_2_M007,M,65.8574,78.3647,"There's nothing to it, alright? We come down here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish, and then they go home and we go home.",fru
Ses03F_script02_2_F007,F,77.4436,80.7886,It's not like that.,xxx
Ses03F_script02_2_M008,M,82.9701,86.2908,We're not seeing the grunions?,neu
Ses03F_script02_2_F008,F,85.8303,90.9205,"Look, Augie, we've never seen them. They're never going to come.",fru
Ses03F_script02_2_M009,M,90.1206,93.9988,We missed them twice. That's not ever.,fru
Ses03F_script02_2_F009,F,92.7384,96.859,Twice is as many times as we've tried. That's ever.,xxx
Ses03F_script02_2_M010,M,95.8168,98.4346,We'll see them this time.,fru
Ses03F_script02_2_F010,F,97.7559,100.1798,"No, we won't.",xxx
Ses03F_script02_2_F011,F,100.2767,106.4819,"It's impossible. It's like waiting around. Waiting to see Santa Claus, you know?",xxx
Ses03F_script02_2_F012,F,106.5325,114.0475,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,ang
Ses03F_script02_2_M011,M,113.2931,115.8875,"God, I thought you wanted to see it.",fru
Ses03F_script02_2_F013,F,115.3925,117.7773,I do.,fru
Ses03F_script02_2_F014,F,118.1651,128.2485,"Look, I did. I always do. But it's like every time I try nothing ever happens.",fru
Ses03F_script02_2_M012,M,130.2604,135.9565,It's just fish. Nothing to get traumatized over.,fru
Ses03F_script02_2_F015,F,134.4075,137.9684,"For God's sake, Augie, this is not about fish.",fru
Ses03F_script02_2_M013,M,136.0777,142.7919,"I've been turning this thing over in my head trying to figure out when the point was when we took a turn for the worse, and I can't seem to pinpoint it.",fru
Ses03F_script02_2_M014,M,142.8647,157.6262,"You were fine during the phone call from Marge. Dinner was okay. Doing the dishes was no problem. Let's see. I took a shower. You were watching the news. You said Augie, I think the grunion are running. I said great, let's go. I feel lucky tonight.",fru
Ses03F_script02_2_M015,M,157.6747,165.5039,"And so I'm getting the animals, putting the animals out in the yard. I'm putting on my jacket, getting the car out of the garage-",fru
Ses03F_script02_2_F016,F,164.0738,169.2125,Do you remember the last time we came here?,sad
Ses03F_script02_2_F017,F,169.2852,172.4847,We thought I was pregnant.,sad
Ses03F_script02_2_F018,F,172.6059,176.3145,You brought a bottle of champagne.,sad
Ses03F_script02_2_F019,F,176.405,183.1256,We took off our shoes and we danced barefoot in the sand. Under the moon.,hap
Ses03F_script02_2_F020,F,183.1975,189.5732,And you whispered so intimately in my ear so I could feel your words.,hap
Ses03F_script02_2_F021,F,189.6702,195.9965,"Oh, that moment-that was it.",hap
Ses03F_script02_2_F022,F,196.0935,202.0805,"I told myself finally, this is how happy I'm supposed to be.",sad
Ses03F_script02_2_M016,M,202.2987,205.983,Wait a minute. I got it.,neu
Ses03F_script02_2_F023,F,205.0619,210.275,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,hap
Ses03F_script02_2_M017,M,209.73,219.4114,"It was driving past the Knickerbocker Liquor Locker, right? You said let's get some champagne, and I said time's-a-wasting or something like that.",xxx
Ses03F_script02_2_M018,M,219.4841,224.5258,"You want this to be like the other time, right? That's it. Right?",xxx
Ses03F_script02_2_F024,F,224.0411,227.1921,I don't want to remember something.,sad
Ses03F_script02_2_F025,F,227.2925,229.9796,Hope for some things.,sad
Ses03F_script02_2_M019,M,228.9373,235.7,"Right. I got it. Of course. Listen, do you want to dance?",xxx
Ses03F_script02_2_F026,F,234.9486,237.7436,No.,sad
Ses03F_script02_2_M020,M,237.135,239.7479,Do you want me to get some champagne?,xxx
Ses03F_script02_2_F027,F,239.2147,241.1296,No.,sad
Ses03F_script02_2_M021,M,240.3539,242.8748,Take off our shoes?,xxx
Ses03F_script02_2_F028,F,242.4142,245.0563,"No, no.",sad
Ses03F_script02_2_M022,M,242.9232,248.0619,What? What? Do you want me to breathe in your ear?,fru
Ses03F_script02_2_F029,F,246.147,248.5467,No.,fru
